Roza2019_VCF_ID,Roza2019_VCF_ID1,Sample_ID,Plant_ID,Ordering,rep,col,row,Male_parent,Planting_ID,Male_parent_pop,plant,BC_ID,Female,Male,Planting_ID1,PlantNo,BC_ID1,Susceptible_parent,F1,Susceptible_parent1,PC1,PC2,PC3,kmeans,DAPC
482_S389_R1_001,SM:482_S389_R1_001,482_13-101B-5,482,351,1,19,9,13,101B,1613,5,1622-13Hx1613-13,1622-13H,1613-13,101B_5,Plant#5,1613-13_1622-13H,1613-13,1622-13H,13,17.2319285780402,-3.55333916300424,8.77690138316239,1,1
483_S401_R1_001,SM:483_S401_R1_001,483_14-103B-4,483,352,1,19,10,14,103B,1613,4,1622-14Ax1613-14,1622-14A,1613-14,103B_4,Plant#4,1613-14_1622-14A,1613-14,1622-14A,14,25.0607285449926,0.0202130463074606,-15.6742207331308,1,1
485_S319_R1_001,SM:485_S319_R1_001,485_14-103B-7,485,353,1,19,11,14,103B,1613,7,1622-14Ax1613-14,1622-14A,1613-14,103B_7,Plant#7,1613-14_1622-14A,1613-14,1622-14A,14,19.2950364168175,11.2932356431934,3.62978813973132,1,1
486_S331_R1_001,SM:486_S331_R1_001,486_14-103B-5,486,354,1,19,12,14,103B,1613,5,1622-14Ax1613-14,1622-14A,1613-14,103B_5,Plant#5,1613-14_1622-14A,1613-14,1622-14A,14,12.9044998024169,-11.92304981748,-6.55267659194431,1,1
487_S343_R1_001,SM:487_S343_R1_001,487_15-108B-6,487,355,1,19,13,15,108B,1613,6,1622-15Ax1613-15,1622-15A,1613-15,108B_6,Plant#6,1613-15_1622-15A,1613-15,1622-15A,15,-88.831771440474,43.5010868300515,21.0460938832701,2,2
488_S355_R1_001,SM:488_S355_R1_001,488_15-108B-7,488,356,1,19,14,15,108B,1613,7,1622-15Ax1613-15,1622-15A,1613-15,108B_7,Plant#7,1613-15_1622-15A,1613-15,1622-15A,15,-46.3809036491451,7.92139957480538,14.4757518081947,2,2
489_S367_R1_001,SM:489_S367_R1_001,489_15-108B-4,489,357,1,19,15,15,108B,1613,4,1622-15Ax1613-15,1622-15A,1613-15,108B_4,Plant#4,1613-15_1622-15A,1613-15,1622-15A,15,-52.8408417289217,23.5101298383709,-9.94814292382801,2,2
49_S18_R1_001,SM:49_S18_R1_001,49_18E-141A-1,49,37,1,2,18,18E,141A,1622,1,1613-18x1622-18E,1613-18,1622-18E,141A_1,Plant#1,1613-18_1622-18E,1613-18,1622-18E,18,-30.3575581519677,-95.4155913520067,-40.6895108071573,3,3
490_S379_R1_001,SM:490_S379_R1_001,490_15-108B-3,490,358,1,19,16,15,108B,1613,3,1622-15Ax1613-15,1622-15A,1613-15,108B_3,Plant#3,1613-15_1622-15A,1613-15,1622-15A,15,-55.8835478689853,31.0212056608628,15.18954991819,2,2
492_S390_R1_001,SM:492_S390_R1_001,492_15-108B-5,492,359,1,19,17,15,108B,1613,5,1622-15Ax1613-15,1622-15A,1613-15,108B_5,Plant#5,1613-15_1622-15A,1613-15,1622-15A,15,-46.5334370232892,27.4080650751162,2.13006337933259,2,2
493_S402_R1_001,SM:493_S402_R1_001,493_15-112B-5,493,360,1,19,18,15,112B,1613,5,1622-15Fx1613-15,1622-15F,1613-15,112B_5,Plant#5,1613-15_1622-15F,1613-15,1622-15F,15,-110.321280888551,46.8539435886687,18.087442737822,2,2
494_S320_R1_001,SM:494_S320_R1_001,494_15-112B-4,494,361,1,19,19,15,112B,1613,4,1622-15Fx1613-15,1622-15F,1613-15,112B_4,Plant#4,1613-15_1622-15F,1613-15,1622-15F,15,-100.674283740107,36.5212434547664,7.36933465271132,2,2
495_S332_R1_001,SM:495_S332_R1_001,495_15-113B-3,495,362,1,20,1,15,113B,1613,3,1622-15Gx1613-15,1622-15G,1613-15,113B_3,Plant#3,1613-15_1622-15G,1613-15,1622-15G,15,-88.0776390966547,40.4609003846462,2.03901018576674,2,2
496_S344_R1_001,SM:496_S344_R1_001,496_15-113B-5,496,363,1,20,2,15,113B,1613,5,1622-15Gx1613-15,1622-15G,1613-15,113B_5,Plant#5,1613-15_1622-15G,1613-15,1622-15G,15,-103.854517803722,39.5154963568383,12.696434041749,2,2
498_S356_R1_001,SM:498_S356_R1_001,498_16-124B-4,498,364,1,20,3,16,124B,1613,4,1622-16Ix1613-16,1622-16I,1613-16,124B_4,Plant#4,1613-16_1622-16I,1613-16,1622-16I,16,-82.0673063976619,-11.1933096220586,-17.7579188888925,2,2
499_S46_R1_001,SM:499_S46_R1_001,499_16-119B-7,499,365,1,20,4,16,119B,1613,7,1622-16Cx1613-16,1622-16C,1613-16,119B_7,Plant#7,1613-16_1622-16C,1613-16,1622-16C,16,-28.0842563223266,-40.378064465121,-13.343007907379,3,3
5_S1_R1_001,SM:5_S1_R1_001,5_10D-77A-11,5,3,1,1,3,10D,77A,1622,11,1613-10x1622-10D,1613-10,1622-10D,77A_11,Plant#11,1613-10_1622-10D,1613-10,1622-10D,10,-5.89866817975544,-23.4048370409652,-11.9917984305586,3,1
50_S22_R1_001,SM:50_S22_R1_001,50_18A-137A-8,50,38,1,2,19,18A,137A,1622,8,1613-18x1622-18A,1613-18,1622-18A,137A_8,plant#8,1613-18_1622-18A,1613-18,1622-18A,18,2.50495591798602,-60.2240061036162,35.7128288257009,3,3
502_S380_R1_001,SM:502_S380_R1_001,502_17-133B-3,502,366,1,20,5,17,133B,1613,3,1622-17Ix1613-17,1622-17I,1613-17,133B_3,Plant#3,1613-17_1622-17I,1613-17,1622-17I,17,17.8180999500901,12.5750338723468,-0.837726003334996,1,1
503_S391_R1_001,SM:503_S391_R1_001,503_17-133B-5,503,367,1,20,6,17,133B,1613,5,1622-17Ix1613-17,1622-17I,1613-17,133B_5,Plant#5,1613-17_1622-17I,1613-17,1622-17I,17,5.6816772732605,-16.5926974685629,12.5099871148209,1,1
504_S403_R1_001,SM:504_S403_R1_001,504_18-139B-5,504,368,1,20,7,18,139B,1613,5,1622-18Cx1613-18,1622-18C,1613-18,139B_5,Plant#5,1613-18_1622-18C,1613-18,1622-18C,18,-63.3396106040785,-37.2894575846492,-18.4731374156443,3,3
505_S321_R1_001,SM:505_S321_R1_001,505_18-139B-6,505,369,1,20,8,18,139B,1613,6,1622-18Cx1613-18,1622-18C,1613-18,139B_6,Plant#6,1613-18_1622-18C,1613-18,1622-18C,18,-30.0175025657686,-109.574177232714,-42.1446216004241,3,3
506_S333_R1_001,SM:506_S333_R1_001,506_18-139B-7,506,370,1,20,9,18,139B,1613,7,1622-18Cx1613-18,1622-18C,1613-18,139B_7,Plant#7,1613-18_1622-18C,1613-18,1622-18C,18,-37.1710694296144,-95.890727836694,-43.8645251838698,3,3
507_S345_R1_001,SM:507_S345_R1_001,507_18-139B-4,507,371,1,20,10,18,139B,1613,4,1622-18Cx1613-18,1622-18C,1613-18,139B_4,Plant#4,1613-18_1622-18C,1613-18,1622-18C,18,-2.08050939435154,-53.6051893405671,-30.6560897440277,3,3
508_S357_R1_001,SM:508_S357_R1_001,508_18-139B-3,508,372,1,20,11,18,139B,1613,3,1622-18Cx1613-18,1622-18C,1613-18,139B_3,Plant#3,1613-18_1622-18C,1613-18,1622-18C,18,2.76235856345796,-72.2371771444737,-34.1907487906465,3,3
509_S369_R1_001,SM:509_S369_R1_001,509_18-140B-3,509,373,1,20,12,18,140B,1613,3,1622-18Dx1613-18,1622-18D,1613-18,140B_3,Plant#3,1613-18_1622-18D,1613-18,1622-18D,18,1.20800529474421,-33.2425051005293,-20.2060234538693,3,3
51_S26_R1_001,SM:51_S26_R1_001,51_18C-139A-2,51,39,1,3,1,18C,139A,1622,2,1613-18x1622-18C,1613-18,1622-18C,139A_2,Plant#2,1613-18_1622-18C,1613-18,1622-18C,18,-3.33167637281932,-27.2848050738661,-7.36387626681118,3,3
510_S381_R1_001,SM:510_S381_R1_001,510_18-147B-4,510,374,1,20,13,18,147B,1613,4,1622-18Lx1613-18,1622-18L,1613-18,147B_4,Plant#4,1613-18_1622-18L,1613-18,1622-18L,18,-9.41171976708319,-52.2353953660838,-15.0368907916066,3,3
511_S392_R1_001,SM:511_S392_R1_001,511_18-147B-3,511,375,1,20,14,18,147B,1613,3,1622-18Lx1613-18,1622-18L,1613-18,147B_3,Plant#3,1613-18_1622-18L,1613-18,1622-18L,18,-20.1630342879767,-91.6025924301789,-29.7435781125034,3,3
512_S404_R1_001,SM:512_S404_R1_001,512_19-148B-4,512,376,1,20,15,19,148B,1613,4,1622-19Bx1613-19,1622-19B,1613-19,148B_4,Plant#4,1613-19_1622-19B,1613-19,1622-19B,19,37.4386287354923,16.2868506982179,-42.3324046354157,1,1
513_S322_R1_001,SM:513_S322_R1_001,513_19-153B-3,513,377,1,20,16,19,153B,1613,3,1622-19Jx1613-19,1622-19J,1613-19,153B_3,Plant#3,1613-19_1622-19J,1613-19,1622-19J,19,-49.7365590912658,28.7819769164048,-29.7026340092156,2,2
514_S334_R1_001,SM:514_S334_R1_001,514_15-153B-4,514,378,1,20,17,15,153B,1613,4,1622-19Jx1613-19,1622-19J,1613-19,153B_4,Plant#4,1613-19_1622-19J,1613-19,1622-19J,19,26.8251075645375,3.82936757971121,-57.4715901361114,1,1
515_S346_R1_001,SM:515_S346_R1_001,515_20-160B-4,515,379,1,20,18,20,160B,1613,4,1622-20Gx1613-20,1622-20G,1613-20,160B_4,Plant#4,1613-20_1622-20G,1613-20,1622-20G,20,25.3718541520601,36.6318256878281,1.63156725563186,1,1
518_S358_R1_001,SM:518_S358_R1_001,518_20-161B-3,518,380,1,20,19,20,161B,1613,3,1622-20Hx1613-20,1622-20H,1613-20,161B_3,Plant#3,1613-20_1622-20H,1613-20,1622-20H,20,11.0203917180877,30.8652406047032,-5.31862237366855,1,1
519_S370_R1_001,SM:519_S370_R1_001,519_20-164B-5,519,381,1,21,1,20,164B,1613,5,1622-20Kx1613-20,1622-20K,1613-20,164B_5,Plant#5,1613-20_1622-20K,1613-20,1622-20K,20,16.8650712164033,17.212739171438,-8.48482560774113,1,1
52_S30_R1_001,SM:52_S30_R1_001,52_18C-139A-8,52,40,1,3,2,18C,139A,1622,8,1613-18x1622-18C,1613-18,1622-18C,139A_8,plant#8,1613-18_1622-18C,1613-18,1622-18C,18,-37.5693109092332,-88.7814750550031,-40.491265571216,3,3
521_S382_R1_001,SM:521_S382_R1_001,521_21-169B-3,521,382,1,21,2,21,169B,1613,3,1622-21Gx1613-21,1622-21G,1613-21,169B_3,Plant#3,1613-21_1622-21G,1613-21,1622-21G,21,-3.35348007388603,-14.7951748262956,-11.800271532428,1,1
522_S393_R1_001,SM:522_S393_R1_001,522_21-169B-4,522,383,1,21,3,21,169B,1613,4,1622-21Gx1613-21,1622-21G,1613-21,169B_4,Plant#4,1613-21_1622-21G,1613-21,1622-21G,21,-25.5008871157388,-57.8919983486342,-22.5980186140234,3,3
524_S405_R1_001,SM:524_S405_R1_001,524_21-169B-7,524,384,1,21,4,21,169B,1613,7,1622-21Gx1613-21,1622-21G,1613-21,169B_7,Plant#7,1613-21_1622-21G,1613-21,1622-21G,21,-17.2757120333962,-11.3543760175775,-11.3852839084648,3,3
525_S323_R1_001,SM:525_S323_R1_001,525_21-171B-4,525,385,1,21,5,21,171B,1613,4,1622-21Kx1613-21,1622-21K,1613-21,171B_4,Plant#4,1613-21_1622-21K,1613-21,1622-21K,21,-6.81508915781657,-34.0670616437888,-21.7608443649837,3,3
527_S335_R1_001,SM:527_S335_R1_001,527_22-179B-3,527,386,1,21,6,22,179B,1613,3,1622-22Ix1613-22,1622-22I,1613-22,179B_3,Plant#3,1613-22_1622-22I,1613-22,1622-22I,22,25.2453732012727,18.6312401673095,-12.7793601891395,1,1
528_S347_R1_001,SM:528_S347_R1_001,528_22-176B-3,528,387,1,21,7,22,176B,1613,3,1622-22Fx1613-22,1622-22F,1613-22,176B_3,Plant#3,1613-22_1622-22F,1613-22,1622-22F,22,23.933649199925,3.80843893849828,44.1175292798559,1,1
529_S359_R1_001,SM:529_S359_R1_001,529_22-176B-4,529,388,1,21,8,22,176B,1613,4,1622-22Fx1613-22,1622-22F,1613-22,176B_4,Plant#4,1613-22_1622-22F,1613-22,1622-22F,22,23.4423936467163,13.8482411773813,-3.28715388707172,1,1
53_S34_R1_001,SM:53_S34_R1_001,53_18D-140A-1,53,41,1,3,3,18D,140A,1622,1,1613-18x1622-18D,1613-18,1622-18D,140A_1,Plant#1,1613-18_1622-18D,1613-18,1622-18D,18,-14.8619201691889,-104.179656771345,-37.9496125180894,3,3
530_S371_R1_001,SM:530_S371_R1_001,530_22-176B-5,530,389,1,21,9,22,176B,1613,5,1622-22Fx1613-22,1622-22F,1613-22,176B_5,Plant#5,1613-22_1622-22F,1613-22,1622-22F,22,23.1141498574591,8.07082132641284,8.69261288129697,1,1
532_S383_R1_001,SM:532_S383_R1_001,532_22-178B-4,532,390,1,21,10,22,178B,1613,4,1622-22Hx1613-22,1622-22H,1613-22,178B_4,Plant#4,1613-22_1622-22H,1613-22,1622-22H,22,-51.6842668400878,30.6935112233448,6.05985718214008,2,2
533_S394_R1_001,SM:533_S394_R1_001,533_22-178B-3,533,391,1,21,11,22,178B,1613,3,1622-22Hx1613-22,1622-22H,1613-22,178B_3,Plant#3,1613-22_1622-22H,1613-22,1622-22H,22,-39.315119788841,29.9483838898038,8.31653574288468,2,2
535_S406_R1_001,SM:535_S406_R1_001,535_22-178B-6,535,392,1,21,12,22,178B,1613,6,1622-22Hx1613-22,1622-22H,1613-22,178B_6,Plant#6,1613-22_1622-22H,1613-22,1622-22H,22,-44.6625732264724,41.6116120753158,12.0630779661706,2,2
536_S324_R1_001,SM:536_S324_R1_001,536_23-182B-4,536,393,1,21,13,23,182B,1613,4,1622-23Ax1613-23,1622-23A,1613-23,182B_4,Plant#4,1613-23_1622-23A,1613-23,1622-23A,23,19.8675370989083,16.8278803631714,-7.99947590566295,1,1
537_S336_R1_001,SM:537_S336_R1_001,537_23-182B-6,537,394,1,21,14,23,182B,1613,6,1622-23Ax1613-23,1622-23A,1613-23,182B_6,Plant#6,1613-23_1622-23A,1613-23,1622-23A,23,0.885211027917924,-28.105143587391,13.4038000125947,1,1
54_S4_R1_001,SM:54_S4_R1_001,54_18D-140A-2,54,42,1,3,4,18D,140A,1622,2,1613-18x1622-18D,1613-18,1622-18D,140A_2,Plant#2,1613-18_1622-18D,1613-18,1622-18D,18,6.46227896649178,-82.8621586820235,31.3491150738829,3,3
540_S348_R1_001,SM:540_S348_R1_001,540_23-183B-3,540,395,1,21,15,23,183B,1613,3,1622-23Cx1613-23,1622-23C,1613-23,183B_3,Plant#3,1613-23_1622-23C,1613-23,1622-23C,23,5.61153220179199,-10.8100256543838,-3.67135687018456,1,1
542_S360_R1_001,SM:542_S360_R1_001,542_23-184B-4,542,396,1,21,16,23,184B,1613,4,1622-23Dx1613-23,1622-23D,1613-23,184B_4,Plant#4,1613-23_1622-23D,1613-23,1622-23D,23,-0.92966892483268,-3.55513126875566,-2.56895950421838,1,1
543_S372_R1_001,SM:543_S372_R1_001,543_23-184B-3,543,397,1,21,17,23,184B,1613,3,1622-23Dx1613-23,1622-23D,1613-23,184B_3,Plant#3,1613-23_1622-23D,1613-23,1622-23D,23,-6.04204068629529,-19.4392051930129,-14.0895996026179,3,1
544_S384_R1_001,SM:544_S384_R1_001,544_23-184B-7,544,398,1,21,18,23,184B,1613,7,1622-23Dx1613-23,1622-23D,1613-23,184B_7,Plant#7,1613-23_1622-23D,1613-23,1622-23D,23,8.99581508504102,-5.0477551217156,-11.1183551595809,1,1
548_S395_R1_001,SM:548_S395_R1_001,548_26-194B-8,548,399,1,21,19,26,194B,1613,8,1622-26Cx1613-26,1622-26C,1613-26,194B_8,Plant#8,1613-26_1622-26C,1613-26,1622-26C,26,-15.8402393767425,-10.4695875510701,4.20233507957824,1,1
549_S407_R1_001,SM:549_S407_R1_001,549_26-195B-4,549,400,1,22,1,26,195B,1613,4,1622-26Dx1613-26,1622-26D,1613-26,195B_4,Plant#4,1613-26_1622-26D,1613-26,1622-26D,26,-44.7370854866861,27.5799227682594,17.610095289829,2,2
55_S9_R1_001,SM:55_S9_R1_001,55_18E-141A-2,55,43,1,3,5,18E,141A,1622,2,1613-18x1622-18E,1613-18,1622-18E,141A_2,Plant#2,1613-18_1622-18E,1613-18,1622-18E,18,-4.9373731257063,-56.0447562834995,40.0695754151006,3,3
550_S325_R1_001,SM:550_S325_R1_001,550_26-196B-4,550,401,1,22,2,26,196B,1613,4,1622-26Ex1613-26,1622-26E,1613-26,196B_4,Plant#4,1613-26_1622-26E,1613-26,1622-26E,26,22.0193740731508,5.35314875935906,17.1626030874334,1,1
551_S337_R1_001,SM:551_S337_R1_001,551_26-196B-5,551,402,1,22,3,26,196B,1613,5,1622-26Ex1613-26,1622-26E,1613-26,196B_5,Plant#5,1613-26_1622-26E,1613-26,1622-26E,26,-15.8475734672625,-15.4327137828845,-8.59912490591742,3,3
552_S349_R1_001,SM:552_S349_R1_001,552_26-196B-6-A,552,403,1,22,4,26,196B,1613,6-A,1622-26Ex1613-26,1622-26E,1613-26,196B_6-A,Plant#6,1613-26_1622-26E,1613-26,1622-26E,26,16.252423978141,6.11444366179288,59.1526128151284,1,1
553_S361_R1_001,SM:553_S361_R1_001,553_26-196B-6-B,553,404,1,22,5,26,196B,1613,6-B,1622-26Ex1613-26,1622-26E,1613-26,196B_6-B,Plant#6,1613-26_1622-26E,1613-26,1622-26E,26,-45.3745480570188,22.5557840708851,18.4772616426116,2,2
555_S373_R1_001,SM:555_S373_R1_001,555_26-201B-4,555,405,1,22,6,26,201B,1613,4,1622-26Jx1613-26,1622-26J,1613-26,201B_4,Plant#4,1613-26_1622-26J,1613-26,1622-26J,26,15.5029249331262,6.89480807084275,57.6422858805576,1,1
557_S396_R1_001,SM:557_S396_R1_001,557_26-201B-3,557,407,1,22,8,26,201B,1613,3,1622-26Jx1613-26,1622-26J,1613-26,201B_3,Plant#3,1613-26_1622-26J,1613-26,1622-26J,26,-48.7295129331157,31.3465597123496,12.0164292644093,2,2
558_S408_R1_001,SM:558_S408_R1_001,558_28-206B-5,558,408,1,22,9,28,206B,1613,5,1622-28Dx1613-28,1622-28D,1613-28,206B_5,Plant#5,1613-28_1622-28D,1613-28,1622-28D,28,6.891739161149,-9.2729050836671,4.62482234157095,1,1
559_S326_R1_001,SM:559_S326_R1_001,559_28-206B-7,559,409,1,22,10,28,206B,1613,7,1622-28Dx1613-28,1622-28D,1613-28,206B_7,Plant#7,1613-28_1622-28D,1613-28,1622-28D,28,25.3216935840877,-6.40539523933168,47.0779448735847,1,1
56_S14_R1_001,SM:56_S14_R1_001,56_18F-142A-1,56,44,1,3,6,18F,142A,1622,1,1613-18x1622-18F,1613-18,1622-18F,142A_1,Plant#1,1613-18_1622-18F,1613-18,1622-18F,18,5.97363872887122,-52.218400206193,35.5474106672041,3,3
561_S338_R1_001,SM:561_S338_R1_001,561_28-211B-3,561,410,1,22,11,28,211B,1613,3,1622-28Kx1613-28,1622-28K,1613-28,211B_3,Plant#3,1613-28_1622-28K,1613-28,1622-28K,28,19.9136176360151,-5.18095297083442,2.95205397961383,1,1
564_S350_R1_001,SM:564_S350_R1_001,564_2-5B-5-B,564,411,1,22,12,2,5B,1613,5-B,1622-2Ex1613-2,1622-2E,1613-2,5B_5-B,Plant#5,1613-2_1622-2E,1613-2,1622-2E,2,31.7195094570014,51.9553002637938,-53.9876301378324,1,1
565_S362_R1_001,SM:565_S362_R1_001,565_2-5B-5-A,565,412,1,22,13,2,5B,1613,5-A,1622-2Ex1613-2,1622-2E,1613-2,5B_5-A,Plant#5,1613-2_1622-2E,1613-2,1622-2E,2,-22.1207515885484,39.0286392664217,-23.5801089756509,2,2
57_S19_R1_001,SM:57_S19_R1_001,57_18F-142A-2,57,45,1,3,7,18F,142A,1622,2,1613-18x1622-18F,1613-18,1622-18F,142A_2,Plant#2,1613-18_1622-18F,1613-18,1622-18F,18,25.6419914000898,17.1413784831101,60.5812691498853,1,1
570_S374_R1_001,SM:570_S374_R1_001,570_30-218B-4,570,413,1,22,14,30,218B,1613,4,1622-30Ax1613-30,1622-30A,1613-30,218B_4,Plant#4,1613-30_1622-30A,1613-30,1622-30A,30,23.8495712074842,3.18313154715128,9.30897628789669,1,1
572_S385_R1_001,SM:572_S385_R1_001,572_20-223B-4,572,414,1,22,15,20,223B,1613,4,1622-30Gx1613-30,1622-30G,1613-30,223B_4,Plant#4,1613-30_1622-30G,1613-30,1622-30G,30,24.0941678399665,18.4271387063262,-15.5028482758816,1,1
575_S397_R1_001,SM:575_S397_R1_001,575_30-227B-5,575,415,1,22,16,30,227B,1613,5,1622-30Kx1613-30,1622-30K,1613-30,227B_5,Plant#5,1613-30_1622-30K,1613-30,1622-30K,30,28.3118444481292,-15.4491049242593,37.0268965000842,1,1
576_S409_R1_001,SM:576_S409_R1_001,576_30-227B-6,576,416,1,22,17,30,227B,1613,6,1622-30Kx1613-30,1622-30K,1613-30,227B_6,Plant#6,1613-30_1622-30K,1613-30,1622-30K,30,-34.9107741239378,13.7577077713875,19.6258392573848,2,2
577_S327_R1_001,SM:577_S327_R1_001,577_31-231B-3,577,417,1,22,18,31,231B,1613,3,1622-31Dx1613-31,1622-31D,1613-31,231B_3,Plant#3,1613-31_1622-31D,1613-31,1622-31D,31,8.79692617450544,-1.0749632904551,42.4160849695738,1,1
581_S339_R1_001,SM:581_S339_R1_001,581_3-10B-4,581,418,1,22,19,3,10B,1613,4,1622-3Bx1613-3,1622-3B,1613-3,10B_4,Plant#4,1613-3_1622-3B,1613-3,1622-3B,3,32.6820779429821,37.6053099884261,-61.332426526381,1,1
582_S351_R1_001,SM:582_S351_R1_001,582_3-10B-3,582,419,1,23,1,3,10B,1613,3,1622-3Bx1613-3,1622-3B,1613-3,10B_3,Plant#3,1613-3_1622-3B,1613-3,1622-3B,3,31.317306485475,42.3158973014827,-21.7165943528711,1,1
584_S363_R1_001,SM:584_S363_R1_001,584_3-11B-5,584,420,1,23,2,3,11B,1613,5,1622-3Cx1613-3,1622-3C,1613-3,11B_5,Plant#5,1613-3_1622-3C,1613-3,1622-3C,3,24.8305585704544,30.0705443892855,-37.9506375694688,1,1
585_S375_R1_001,SM:585_S375_R1_001,585_3-11B-7,585,421,1,23,3,3,11B,1613,7,1622-3Cx1613-3,1622-3C,1613-3,11B_7,Plant#7,1613-3_1622-3C,1613-3,1622-3C,3,41.5345349833768,56.3326923345818,-54.5814677046663,1,1
586_S386_R1_001,SM:586_S386_R1_001,586_3-13B-3,586,422,1,23,4,3,13B,1613,3,1622-3Fx1613-3,1622-3F,1613-3,13B_3,Plant#3,1613-3_1622-3F,1613-3,1622-3F,3,-34.7111638430574,49.6055485537482,-33.4873136848959,2,2
587_S398_R1_001,SM:587_S398_R1_001,587_3-16B-5,587,423,1,23,5,3,16B,1613,5,1622-3Jx1613-3,1622-3J,1613-3,16B_5,Plant#5,1613-3_1622-3J,1613-3,1622-3J,3,24.3322807170539,-2.27991894021817,-5.30301593956219,1,1
588_S410_R1_001,SM:588_S410_R1_001,588_3-16B-4,588,424,1,23,6,3,16B,1613,4,1622-3Jx1613-3,1622-3J,1613-3,16B_4,Plant#4,1613-3_1622-3J,1613-3,1622-3J,3,13.777644275263,19.2809613978144,-7.52285026921292,1,1
59_S23_R1_001,SM:59_S23_R1_001,59_19C-149A-1,59,46,1,3,8,19C,149A,1622,1,1613-19x1622-19C,1613-19,1622-19C,149A_1,Plant#1,1613-19_1622-19C,1613-19,1622-19C,19,25.6221660501933,15.6035727258005,-59.3182001557467,1,1
593_S328_R1_001,SM:593_S328_R1_001,593_5-31B-7,593,425,1,23,7,5,31B,1613,7,1622-5Ex1613-5,1622-5E,1613-5,31B_7,Plant#7,1613-5_1622-5E,1613-5,1622-5E,5,25.221206575226,-23.9458569204579,91.0682929813665,1,1
594_S340_R1_001,SM:594_S340_R1_001,594_5-31B-4,594,426,1,23,8,5,31B,1613,4,1622-5Ex1613-5,1622-5E,1613-5,31B_4,Plant#4,1613-5_1622-5E,1613-5,1622-5E,5,29.4942841267181,-20.4782241550023,50.5267399818319,1,1
596_S352_R1_001,SM:596_S352_R1_001,596_6-38B-7,596,427,1,23,9,6,38B,1613,7,1622-6Ax1613-6,1622-6A,1613-6,38B_7,Plant#7,1613-6_1622-6A,1613-6,1622-6A,6,22.7717855647585,18.9014374793671,-4.60500539162294,1,1
598_S364_R1_001,SM:598_S364_R1_001,598_6-41B-6,598,428,1,23,10,6,41B,1613,6,1622-6Dx1613-6,1622-6D,1613-6,41B_6,Plant#6,1613-6_1622-6D,1613-6,1622-6D,6,8.37460670751577,15.7271659296854,-28.2687686554022,1,1
599_S376_R1_001,SM:599_S376_R1_001,599_6-43B-3,599,429,1,23,11,6,43B,1613,3,1622-6Gx1613-6,1622-6G,1613-6,43B_3,Plant#3,1613-6_1622-6G,1613-6,1622-6G,6,-59.2924582736262,15.2578881790729,-14.3205837048353,2,2
6_S6_R1_001,SM:6_S6_R1_001,6_10D-77A-12,6,4,1,1,4,10D,77A,1622,12,1613-10x1622-10D,1613-10,1622-10D,77A_12,Plant#12,1613-10_1622-10D,1613-10,1622-10D,10,-18.6327180892448,-38.8401141289127,-23.7358660873422,3,3
60_S27_R1_001,SM:60_S27_R1_001,60_19C-149A-2,60,47,1,3,9,19C,149A,1622,2,1613-19x1622-19C,1613-19,1622-19C,149A_2,Plant#2,1613-19_1622-19C,1613-19,1622-19C,19,25.9969100429245,17.7842400223902,-68.9493874551355,1,1
600_S387_R1_001,SM:600_S387_R1_001,600_7-48B-4,600,430,1,23,12,7,48B,1613,4,1622-7Ax1613-7,1622-7A,1613-7,48B_4,Plant#4,1613-7_1622-7A,1613-7,1622-7A,7,3.98222528044496,-36.3409460163617,-16.4857770611214,3,3
601_S399_R1_001,SM:601_S399_R1_001,601_7-48B-3,601,431,1,23,13,7,48B,1613,3,1622-7Ax1613-7,1622-7A,1613-7,48B_3,Plant#3,1613-7_1622-7A,1613-7,1622-7A,7,30.7655706019623,14.1984203975424,-1.37103161618254,1,1
603_S411_R1_001,SM:603_S411_R1_001,603_7-49B-3,603,436,1,23,18,7,49B,1613,3,1622-7Bx1613-7,1622-7B,1613-7,49B_3,Plant#3,1613-7_1622-7B,1613-7,1622-7B,7,25.8196281726074,24.9984793201172,-28.3621658501145,1,1
605_S457_R1_001,SM:605_S457_R1_001,605_9-69B-3,605,432,1,23,14,9,69B,1613,3,1622-9Fx1613-9,1622-9F,1613-9,69B_3,Plant#3,1613-9_1622-9F,1613-9,1622-9F,9,27.2499151618277,36.1198298069814,-41.2989623881114,1,1
607_S469_R1_001,SM:607_S469_R1_001,607_9-70B-4,607,433,1,23,15,9,70B,1613,4,1622-9Gx1613-9,1622-9G,1613-9,70B_4,Plant#4,1613-9_1622-9G,1613-9,1622-9G,9,-4.46976179804447,1.20939300299446,-5.31442653017825,1,1
608_S481_R1_001,SM:608_S481_R1_001,608_23F-186A-2,608,434,1,23,16,23F,186A,1622,2,1613-23x1622-23F,1613-23,1622-23F,186A_2,Plant#2,1613-23_1622-23F,1613-23,1622-23F,23,29.5728357507533,-16.4222797458107,10.0549831908698,1,1
609_S492_R1_001,SM:609_S492_R1_001,609_29B-212A-2,609,435,1,23,17,29B,212A,1622,2,1613-29x1622-29B,1613-29,1622-29B,212A_2,Plant#2,1613-29_1622-29B,1613-29,1622-29B,29,33.2677060312543,14.7074356207962,1.655437038222,1,1
62_S31_R1_001,SM:62_S31_R1_001,62_2-4A-1,62,48,1,3,10,2,4A,1613,1,1613-2x1622-2D,1613-2,1622-2D,4A_1,Plant#1,1613-2_1622-2D,1613-2,1622-2D,2,25.0105745958882,30.6936767426683,-31.5963877745782,1,1
