Plant_ID,static_ST1,g_ST1,static_ST2,g_ST2,,,,
308,5501.658876,262.4012023,2759.247476,261.8964102,,,,
219,5502.375572,253.2113733,2617.690995,252.842493,,,,
447,5509.574836,267.7002705,3047.782863,266.9380511,,,,
442,5516.825503,236.8558509,2168.49904,234.6266116,,,,
264,5541.282382,271.8737953,2300.050132,265.9050739,,,,
327,5544.937728,253.8231699,3445.764337,254.2448107,,,,
505,5555.856056,262.5934743,3290.025282,259.9776723,,,,
124,5578.73749,265.1771335,1924.260212,261.6639921,,,,
439,5579.243179,271.9430944,3310.239527,269.3211333,,,,
372,5588.544786,250.2671802,2101.43421,249.0550049,,,,
357,5617.022538,244.494151,3130.286237,244.531534,,,,
533,5621.291071,253.7506359,2297.523061,246.8203705,,,,
245,5628.249581,256.5386309,3187.479015,254.7207481,,,,
30,5651.175392,234.8670892,3162.69562,231.7918992,,,,
479,5652.920294,290.4898373,3558.598023,289.5708353,,,,
370,5653.29832,257.4560782,3362.630134,256.5114693,,,,
232,5658.409271,274.8748157,2494.256382,270.6972378,,,,
338,5663.087711,273.2289663,2347.361855,271.0826008,,,,
543,5682.247503,258.960207,2874.597857,256.4562187,,,,
19,5693.626448,260.9454928,3277.683811,261.9021323,,,,
390,5693.854563,209.7445645,2180.519975,203.790573,,,,
113,5699.561281,258.4922799,2947.05182,255.7839173,,,,
421,5701.277356,262.9126668,2933.66052,260.4904432,,,,
72,5734.365342,290.1310329,2691.142766,285.7383073,,,,
588,5735.560925,259.7536927,2982.982257,260.9936244,,,,
135,5744.397947,277.2026867,3060.38122,274.8016453,,,,
353,5753.492977,255.163323,3431.339542,253.1977785,,,,
599,5754.244079,252.921975,3079.043898,252.5259466,,,,
258,5759.690458,271.7325757,2734.673126,271.1906376,,,,
47,5760.78826,254.192501,2533.752605,250.8625851,,,,
111,5785.063423,268.703641,3576.463404,267.0476191,,,,
300,5790.152368,280.3346032,3873.443094,275.0076302,,,,
450,5790.241214,236.616709,2189.685927,232.3609644,,,,
381,5790.529097,247.6154074,1107.436307,238.9953352,,,,
104,5796.886417,269.6008534,2598.561521,269.2388353,,,,
94,5818.138864,259.3218301,2460.720593,256.2952876,,,,
49,5836.745843,261.0599872,2556.226116,260.1285752,,,,
164,5845.995298,264.3361603,3132.426575,259.6383668,,,,
285,5865.253408,269.3033176,2886.910919,265.6894185,,,,
243,5871.76249,260.6274032,3756.081761,258.9421576,,,,
459,5881.929186,288.255739,3728.040929,287.436604,,,,
208,5891.739953,256.5876691,2333.00022,251.7513321,,,,
66,5912.88387,255.642726,2928.291177,253.6831611,,,,
529,5924.764464,255.0777271,2902.162931,254.0535066,,,,
53,5928.59526,264.3340162,3401.93429,265.7564752,,,,
594,5943.037065,253.4712963,2787.753911,251.6295828,,,,
298,5947.237728,269.5190692,3107.619544,266.0479719,,,,
378,5947.404281,260.8201159,2981.817045,258.3892758,,,,
572,5956.056504,300.9461463,2016.751071,298.0249384,,,,
188,5961.896229,282.0718709,2981.892175,278.676131,,,,
15,5975.145101,256.7288922,2748.809444,253.3029139,,,,
92,5975.292856,251.7878293,3041.888333,249.5372097,,,,
147,5984.916588,278.130157,3507.109918,275.6830118,,,,
607,5985.625274,273.7663976,2461.718218,272.8880646,,,,
133,5997.46665,249.4160835,2555.638039,248.3148331,,,,
93,6005.362258,260.41847,2838.738881,257.091945,,,,
598,6017.239424,267.4328479,3003.43208,265.5795199,,,,
406,6026.592632,276.4993989,2805.631865,274.7231848,,,,
291,6038.481177,236.778647,2557.069718,231.9219866,,,,
115,6044.149617,242.0185005,2792.80096,243.6397467,,,,
52,6068.429698,262.9954196,2258.503627,259.9922172,,,,
542,6071.913635,235.7707775,2029.105976,233.1163439,,,,
437,6077.656282,261.0662764,2630.287022,256.8901441,,,,
469,6080.922654,268.2120484,3862.500779,265.2807014,,,,
564,6082.041722,258.4449039,3260.208188,255.4951408,,,,
411,6090.462057,278.7030369,3699.180538,275.0968988,,,,
496,6108.509967,261.4646957,2605.141146,256.4964752,,,,
297,6114.868132,304.3973005,2472.042779,294.4014233,,,,
404,6130.102574,277.3902815,3030.759714,275.4581034,,,,
55,6174.26712,241.6076986,2173.943859,239.0319896,,,,
535,6184.050127,272.6789652,3693.341388,274.016093,,,,
477,6198.730535,266.9511676,2857.642352,267.1657132,,,,
126,6211.66698,279.8856521,3745.096479,278.4691869,,,,
54,6236.246122,264.8912861,3483.894847,262.3889963,,,,
191,6237.92049,253.4250857,2055.575768,247.5382314,,,,
393,6238.13778,272.8828672,3501.169527,267.4506836,,,,
530,6248.517696,252.5215785,3195.138372,251.3911985,,,,
486,6260.042776,276.3437739,3042.116557,273.6801358,,,,
366,6265.461216,248.1287209,2961.844761,245.9770523,,,,
507,6280.401672,246.4412225,3044.677924,244.6170214,,,,
552,6297.740835,280.6283407,2195.886975,281.1332928,,,,
307,6303.886673,253.3420345,3571.498653,252.6865365,,,,
235,6307.674202,272.1661382,3657.335578,272.2412006,,,,
585,6321.338479,258.3931799,3661.430119,258.4945706,,,,
247,6339.742196,277.1946388,2335.948478,274.0975607,,,,
146,6351.507895,278.8134026,2842.576142,277.4920835,,,,
490,6358.833814,224.8017209,1860.17603,218.2619364,,,,
364,6362.086159,268.8306225,2380.104974,263.1858391,,,,
339,6387.810188,251.1469007,2771.816868,250.5448138,,,,
160,6405.21913,267.014436,2985.056622,266.6893678,,,,
456,6412.962547,248.9823769,3929.341701,247.6426899,,,,
81,6417.975205,274.2245303,3362.268582,272.2910536,,,,
320,6429.489575,272.4428902,3529.309375,269.4915695,,,,
422,6433.093484,260.1529294,3450.146598,256.1394406,,,,
213,6458.411346,253.351041,2205.947204,250.3522202,,,,
70,6490.058753,257.9942899,3951.623601,257.0549159,,,,
480,6490.06606,270.5064247,3774.717656,269.0587003,,,,
97,6498.061409,243.3205621,3073.575475,241.7002543,,,,
544,6499.198986,249.4747614,2055.039907,244.7700838,,,,
240,6502.947708,234.2065297,976.4209576,230.6928258,,,,
582,6504.243426,260.2787763,3274.544178,260.5931241,,,,
414,6511.732398,272.4631485,3977.428847,271.46863,,,,
369,6521.463532,263.5001263,3060.30605,259.1207688,,,,
189,6561.971639,283.9351353,3535.296337,282.3081995,,,,
440,6572.437933,234.0369013,3126.831049,234.7853001,,,,
454,6574.913444,257.7925963,3213.423797,254.5751551,,,,
540,6603.611933,276.6395671,3021.149157,273.5175346,,,,
438,6606.602533,240.3515026,2786.220234,239.1661346,,,,
248,6615.048446,265.4485045,3479.514166,263.5559991,,,,
609,6624.744828,275.3467347,3514.570316,271.5920824,,,,
26,6657.050487,230.1188686,1555.422976,220.5711106,,,,
296,6658.597207,233.9747089,2851.681534,229.840384,,,,
408,6661.513865,288.789525,3898.112983,285.490714,,,,
234,6677.641175,255.2934898,2922.212085,253.9928409,,,,
481,6684.276629,321.7184854,2706.253822,314.1761471,,,,
155,6684.577156,223.509169,1965.544387,219.1495313,,,,
44,6687.305114,272.3061091,2526.896178,269.2451414,,,,
334,6688.404702,311.0934491,2756.031594,306.190959,,,,
457,6695.957542,246.662332,3169.016493,243.542552,,,,
83,6715.875222,261.213277,3764.034704,257.4168737,,,,
485,6722.313114,271.2326684,2872.977757,268.0670418,,,,
158,6736.589484,270.7099698,3288.462104,269.0285301,,,,
506,6738.61448,244.6515991,2747.411702,240.076452,,,,
266,6742.386019,271.1616854,3129.190953,268.6336043,,,,
376,6750.757843,273.0449181,3783.366245,270.9012262,,,,
465,6751.017853,253.4121328,2156.957653,247.8530339,,,,
316,6756.031854,279.7221738,4043.941199,279.6061347,,,,
187,6756.91722,305.1524729,2974.892013,296.5274563,,,,
183,6757.533382,320.6555983,3013.672308,314.9629994,,,,
149,6780.747964,284.4188417,2748.685831,278.5054519,,,,
225,6781.976138,269.6003237,4062.920875,267.6058604,,,,
518,6786.963377,301.3835872,2975.396997,300.6889699,,,,
536,6794.020211,277.3041491,3136.235529,270.4400215,,,,
324,6837.374861,260.7553453,3278.38479,257.7157443,,,,
314,6863.428623,239.3273108,3267.887815,235.7591341,,,,
306,6889.886394,263.9640618,2751.613734,261.7837114,,,,
312,6890.224955,257.797985,4648.648004,255.6529966,,,,
173,6899.953607,256.884719,3276.285734,255.7605374,,,,
373,6913.86776,270.9332984,2362.540396,267.2710941,,,,
156,6927.734449,250.2462781,3314.123176,251.3857204,,,,
331,6942.930683,252.2918858,3257.026696,251.4149577,,,,
405,6948.939361,245.1416777,2424.535625,242.049186,,,,
20,6953.556103,265.352903,2704.320943,262.0534004,,,,
178,6965.701585,261.4684454,2907.437157,259.636853,,,,
537,6976.018306,244.9251926,1152.406778,240.0496979,,,,
524,6981.473077,264.4563596,3910.752756,269.0092107,,,,
596,6985.651877,257.4952432,3998.249236,253.8311727,,,,
134,6996.790135,240.9341979,2839.507988,236.9797457,,,,
100,7006.05494,260.138679,2934.026143,260.0820446,,,,
337,7011.667988,285.0740797,4502.056282,283.924883,,,,
318,7017.959952,275.8360401,2922.149053,270.6942789,,,,
284,7039.214715,263.4330343,3306.566136,262.8471503,,,,
475,7041.12259,282.1411726,2359.119018,275.8741299,,,,
400,7044.233216,256.6139777,2920.652273,253.4891802,,,,
304,7062.839691,270.2156585,3080.120016,269.5903434,,,,
367,7088.431902,252.8942602,3528.513724,250.2230466,,,,
198,7095.490898,250.3464844,3545.387422,250.662186,,,,
483,7097.155233,276.4939377,2575.232033,274.4410438,,,,
319,7117.904533,268.3193871,3071.590136,267.4619285,,,,
302,7130.914477,275.6626156,3459.092208,270.6741766,,,,
464,7131.313061,258.2870227,1973.930992,251.6688303,,,,
586,7151.729336,278.0972462,3268.619764,273.1660164,,,,
321,7176.843222,266.9537078,3237.256801,264.6402737,,,,
251,7177.741865,264.9291291,2428.621579,264.6499629,,,,
432,7232.953233,273.4031799,3296.351832,267.6008581,,,,
36,7258.726012,255.1385651,2695.382158,249.9498643,,,,
51,7260.250261,283.7107964,3803.990965,279.448669,,,,
57,7260.631467,279.3993988,3717.591855,276.9282917,,,,
65,7264.934908,273.1152992,3485.705331,273.2787521,,,,
63,7293.172473,287.3115231,3125.008532,285.9906666,,,,
525,7298.22741,285.9532228,4257.109738,285.7925397,,,,
214,7316.258576,270.7371069,3154.114681,270.3283699,,,,
166,7342.37516,288.2109304,4000.50277,285.9141349,,,,
150,7344.806766,298.3162922,3877.996296,295.6242778,,,,
138,7354.489288,261.2958727,3329.600323,260.1707131,,,,
95,7360.26518,238.0221708,3603.503149,237.0639343,,,,
549,7367.295326,287.0034089,3439.559022,283.6688917,,,,
282,7373.064101,280.4307405,2972.109266,276.8473825,,,,
322,7375.387503,268.8472988,3357.852741,265.6461625,,,,
239,7389.544707,217.6879277,1392.519727,213.5006906,,,,
204,7393.08689,269.2527413,3227.375144,264.3968113,,,,
495,7413.96612,256.5811884,3652.272819,253.184938,,,,
521,7428.142426,300.2958548,3874.138436,297.2927551,,,,
392,7442.193047,238.6435613,2693.440922,230.8971473,,,,
14,7459.081987,290.4651082,3741.388285,285.9909827,,,,
559,7465.303217,327.0501921,3445.727951,322.773147,,,,
168,7475.220793,291.9194483,3871.867034,288.530796,,,,
375,7475.791608,276.6480625,4259.334009,271.9127622,,,,
273,7508.750714,272.9027273,3186.303394,271.6886771,,,,
87,7526.891268,268.4051253,3766.751383,266.0941344,,,,
244,7551.613383,305.0698283,3234.57086,302.078839,,,,
522,7582.752535,300.3356115,2057.298835,295.370667,,,,
577,7611.005035,247.3301459,4401.903151,249.4978513,,,,
286,7616.041621,285.5553007,2007.11989,272.7571829,,,,
446,7635.525973,276.9917382,4316.776817,275.1496526,,,,
305,7643.081423,297.8008694,3139.263359,293.2134974,,,,
169,7653.013001,306.5984965,2376.245412,303.147038,,,,
140,7659.299324,278.3880207,3612.185591,279.1442902,,,,
565,7678.408276,260.1118301,3353.810255,255.5328613,,,,
121,7680.062936,309.9075872,3489.384364,306.332638,,,,
117,7688.011295,281.5904519,3694.639144,277.3254158,,,,
161,7715.463906,298.7888786,3599.173295,293.897181,,,,
195,7729.62717,298.6880768,2422.609311,297.8875913,,,,
141,7748.783518,288.440058,4358.717243,287.4227641,,,,
224,7828.737279,282.96498,4243.016343,280.5908739,,,,
250,7842.685571,274.6938978,3662.344092,271.4757683,,,,
98,7856.557996,271.0048648,3318.401777,266.8591471,,,,
184,7878.949807,285.127918,2762.91503,280.9928328,,,,
488,7882.181831,219.9733389,2083.129467,217.9234241,,,,
351,7886.522663,274.1617795,4036.073832,268.8979126,,,,
356,7892.600567,281.1837412,2962.459214,272.9363872,,,,
257,7906.52246,275.4842705,3633.041854,274.5249736,,,,
107,7956.836834,268.1235732,4449.780413,265.4913338,,,,
436,7957.083283,256.4548137,3682.237179,252.4203835,,,,
34,7995.327289,250.4796419,2542.18757,244.9418844,,,,
354,8012.1934,295.5443385,4071.69291,293.8261451,,,,
9,8040.147629,283.3547626,3018.855375,280.7533921,,,,
374,8057.658657,282.020264,3930.99207,278.1934904,,,,
288,8150.568236,262.6144398,4209.466576,259.6398138,,,,
170,8186.088146,266.9753253,3224.362072,265.269719,,,,
269,8215.470573,292.99899,4131.967449,290.6918968,,,,
231,8270.88848,265.8954072,2543.718877,262.0031674,,,,
265,8289.052193,298.8418905,3353.564041,292.081581,,,,
385,8292.980368,268.7003078,4351.995418,265.9395837,,,,
145,8293.958169,250.0228469,4228.349913,244.9738992,,,,
268,8297.011588,287.3893928,5606.721316,286.2856203,,,,
6,8309.764563,289.5079533,3733.448441,286.2624493,,,,
67,8337.667432,261.6996896,1954.845766,262.1738619,,,,
478,8341.468798,337.9215302,3797.700616,334.6487001,,,,
344,8378.574413,272.4299587,3318.255031,267.2822495,,,,
371,8390.800088,267.4717875,3949.355584,266.0674319,,,,
382,8391.292566,323.1989128,1975.976604,319.491505,,,,
233,8441.597074,329.8573314,3712.995511,321.1914564,,,,
519,8451.73183,301.3478794,3247.101296,304.2158264,,,,
499,8460.700719,263.2897851,5008.018832,261.161689,,,,
453,8557.724531,289.9383655,4152.396231,287.4198059,,,,
503,8601.280627,270.1840151,1601.057244,261.9743368,,,,
1,8631.017023,257.4238457,4244.302261,253.3721479,,,,
272,8708.854654,277.8601709,3808.744179,271.8648131,,,,
470,8718.549647,248.2184692,2252.058107,245.1995406,,,,
423,8794.22068,393.1672286,3888.811997,392.6804609,,,,
230,8805.132569,295.5763038,3670.642032,294.4992466,,,,
476,8831.23952,309.4778656,4437.582766,302.4902723,,,,
16,8842.168759,325.6136502,1924.283536,318.2143225,,,,
410,8854.817959,298.2533496,3073.477994,292.5830736,,,,
350,8855.835974,263.7779262,4217.150967,260.1512165,,,,
409,8979.020983,265.7040514,2996.266645,259.7639853,,,,
23,9043.3929,263.0519288,676.6578341,257.1263227,,,,
252,9060.883907,283.0956172,4076.2445,282.2563102,,,,
413,9202.710215,274.9649935,4441.326987,270.0456864,,,,
271,9281.332247,360.919848,1853.340407,365.4118016,,,,
46,9288.984543,307.108683,2509.300044,298.4724883,,,,
379,9302.833535,283.0691908,1902.003121,274.014704,,,,
467,9382.320775,280.7527356,3403.405533,273.8142018,,,,
498,9430.458523,312.3406906,3608.069159,308.5855925,,,,
551,9480.000509,275.5345108,4913.520215,271.7771,,,,
96,9484.979305,291.4934408,3867.067065,287.924989,,,,
200,9595.832419,282.6928425,2457.681705,273.4674548,,,,
242,9619.015769,283.8525183,2838.243284,271.8796021,,,,
267,9642.293501,287.6369784,4820.683133,286.1504058,,,,
452,9723.459413,277.0469624,5197.624612,276.2607636,,,,
561,9747.660207,300.4055272,4554.529447,295.4631398,,,,
600,9788.886992,307.6795406,3034.726543,305.0397267,,,,
193,9825.074796,267.0994275,2630.12671,258.4402357,,,,
274,9884.678188,353.9793151,3343.41513,347.6912673,,,,
555,9887.962323,287.2550199,2889.120496,284.4460191,,,,
550,9929.240044,327.9807234,3660.012675,323.3523985,,,,
558,10096.09159,334.6974868,4381.670253,331.9789275,,,,
489,10149.11267,242.2993778,2093.616005,223.480311,,,,
355,10184.61521,253.6250295,2996.688558,239.3544261,,,,
368,10243.76971,271.0480996,2608.222557,258.8083024,,,,
362,10344.22917,286.1337772,2140.593674,274.1765537,,,,
548,10378.13641,353.9490423,6244.531989,352.6389241,,,,
50,10391.78687,304.0006799,4826.844323,299.1474327,,,,
333,10497.74804,278.5016669,2288.217215,277.1267491,,,,
557,10609.95184,332.957503,5190.590965,331.2253003,,,,
514,10666.42761,284.9246465,747.0088408,275.988129,,,,
391,10774.56325,276.485604,2592.497483,271.1830192,,,,
428,11008.41378,272.1405687,1720.124112,262.0263758,,,,
60,11040.78855,276.2436463,3609.621094,270.3434269,,,,
295,11097.03262,298.0900911,2360.611227,289.4766145,,,,
18,11731.08042,346.3108563,857.1106556,345.1400626,,,,
68,11754.53131,307.7286079,3857.144725,303.6614354,,,,
493,11847.43024,264.2451835,8175.455077,264.7306921,,,,
608,11969.75702,326.3793092,2738.297835,316.2301182,,,,
527,12369.82085,297.4771784,4339.330522,293.2710445,,,,
275,12692.94131,333.9301403,3553.634265,334.0639483,,,,
186,12717.89772,349.631415,2058.43319,345.6904222,,,,
515,12723.48135,371.5655796,6515.00045,370.6981432,,,,
163,12947.88125,345.1267686,5042.262341,341.8905906,,,,
199,13016.39836,286.536165,2592.980856,269.721589,,,,
220,13420.36557,294.1354311,2205.921762,291.5633725,,,,
603,13464.2515,334.4568116,2620.861258,328.3560997,,,,
441,14034.07418,273.1464838,1004.75639,261.6567937,,,,
229,14084.38714,289.7592635,1008.107601,282.7413407,,,,
425,14602.6087,333.6619574,2625.166653,338.0811064,,,,
482,15539.84765,347.24179,4922.974445,341.2790748,,,,
570,16449.64054,349.8712933,4108.803737,335.7937052,,,,
76,16711.38395,335.6691784,4294.021447,327.6701028,,,,
584,16886.34784,422.8055108,7353.126173,418.1949065,,,,
151,17000.53597,269.5815367,3601.584732,262.6561866,,,,
384,18185.04761,299.554259,5285.956861,287.3837343,,,,
601,20876.24276,357.6496907,3234.492688,347.8634992,,,,
24,25045.89814,322.8423217,7889.658138,318.4200104,,,,
