Roza2019_VCF_ID1,Roza2019_VCF_ID,Sample_ID,Plant_ID.x,Ordering,rep,col,row,Plant_ID.y,Male_parent,Planting_ID,Male_parent_pop,plant,BC_ID,Female,Male,Planting_ID1,PlantNo,BC_ID1,Susceptible_parent,F1,Susceptible_parent1,PC1,PC2,PC3,group
SM:413_S244_R1_001,413_S244_R1_001,413_26D-195A-8,413,306,1,17,2,413,26D,195A,1622,8,1613-26x1622-26D,1613-26,1622-26D,195A_8,Plant#8,1613-26_1622-26D,1613-26,1622-26D,26,10.7012433351623,3.94291991921262,5.99929787459115,2
SM:414_S255_R1_001,414_S255_R1_001,414_26E-196A-5,414,307,1,17,3,414,26E,196A,1622,5,1613-26x1622-26E,1613-26,1622-26E,196A_5,Plant#5,1613-26_1622-26E,1613-26,1622-26E,26,25.1684414892597,-4.19368803316537,29.6265760482542,2
SM:416_S267_R1_001,416_S267_R1_001,416_26E-196A-4,416,308,1,17,4,416,26E,196A,1622,4,1613-26x1622-26E,1613-26,1622-26E,196A_4,Plant#4,1613-26_1622-26E,1613-26,1622-26E,26,1.09336203417814,-37.0260704359794,-2.51295528018221,1
SM:420_S279_R1_001,420_S279_R1_001,420_28B-204A-5,420,309,1,17,5,420,28B,204A,1622,5,1613-28x1622-28B,1613-28,1622-28B,204A_5,Plant#5,1613-28_1622-28B,1613-28,1622-28B,28,23.393696699482,-10.981076164748,4.98393634093928,2
SM:421_S290_R1_001,421_S290_R1_001,421_28D-206A-3,421,310,1,17,6,421,28D,206A,1622,3,1613-28x1622-28D,1613-28,1622-28D,206A_3,Plant#3,1613-28_1622-28D,1613-28,1622-28D,28,-52.761760660883,10.5808460009407,17.5124808908377,3
SM:422_S302_R1_001,422_S302_R1_001,422_28D-206A-6,422,311,1,17,7,422,28D,206A,1622,6,1613-28x1622-28D,1613-28,1622-28D,206A_6,Plant#6,1613-28_1622-28D,1613-28,1622-28D,28,22.0587784816946,-4.53454443390104,5.48233267185559,2
SM:423_S314_R1_001,423_S314_R1_001,423_28D-206A-7,423,312,1,17,8,423,28D,206A,1622,7,1613-28x1622-28D,1613-28,1622-28D,206A_7,Plant#7,1613-28_1622-28D,1613-28,1622-28D,28,34.1276603149345,8.20793429565961,0.276129767073763,2
SM:425_S233_R1_001,425_S233_R1_001,425_28D-206A-4,425,313,1,17,9,425,28D,206A,1622,4,1613-28x1622-28D,1613-28,1622-28D,206A_4,Plant#4,1613-28_1622-28D,1613-28,1622-28D,28,15.7917672509236,-12.9573125295426,18.7122285666656,2
SM:427_S245_R1_001,427_S245_R1_001,427_29C-213A-5,427,314,1,17,10,427,29C,213A,1622,5,1613-29x1622-29C,1613-29,1622-29C,213A_5,Plant#5,1613-29_1622-29C,1613-29,1622-29C,29,11.7479680000155,-19.360229724682,3.67549676322101,2
SM:428_S256_R1_001,428_S256_R1_001,428_29C-213A-6,428,315,1,17,11,428,29C,213A,1622,6,1613-29x1622-29C,1613-29,1622-29C,213A_6,Plant#6,1613-29_1622-29C,1613-29,1622-29C,29,23.6171194851784,-10.759673206372,-4.57984192693632,2
SM:432_S268_R1_001,432_S268_R1_001,432_3J-16A-3,432,316,1,17,12,432,3J,16A,1622,3,1613-3x1622-3J,1613-3,1622-3J,16A_3,Plant#3,1613-3_1622-3J,1613-3,1622-3J,3,32.0297215384084,31.3089832135971,-12.8689984349435,2
SM:435_S280_R1_001,435_S280_R1_001,435_30A-218A-5,435,317,1,17,13,435,30A,218A,1622,5,1613-30x1622-30A,1613-30,1622-30A,218A_5,Plant#5,1613-30_1622-30A,1613-30,1622-30A,30,31.1656786014997,-0.311121323290473,17.6888036527022,2
SM:436_S291_R1_001,436_S291_R1_001,436_30B-219A-4,436,318,1,17,14,436,30B,219A,1622,4,1613-30x1622-30B,1613-30,1622-30B,219A_4,Plant#4,1613-30_1622-30B,1613-30,1622-30B,30,24.5075134567802,-8.02231208124818,10.6993516468386,2
SM:437_S303_R1_001,437_S303_R1_001,437_30B-219A-7,437,319,1,17,15,437,30B,219A,1622,7,1613-30x1622-30B,1613-30,1622-30B,219A_7,Plant#7,1613-30_1622-30B,1613-30,1622-30B,30,22.8003708441984,-9.42737153605798,15.1242300022588,2
SM:438_S315_R1_001,438_S315_R1_001,438_30L-228A-4,438,320,1,17,16,438,30L,228A,1622,4,1613-30x1622-30L,1613-30,1622-30L,228A_4,Plant#4,1613-30_1622-30L,1613-30,1622-30L,30,33.8547357386184,26.8747654543509,-17.7211778457465,2
SM:439_S234_R1_001,439_S234_R1_001,439_30L-228A-3,439,321,1,17,17,439,30L,228A,1622,3,1613-30x1622-30L,1613-30,1622-30L,228A_3,Plant#3,1613-30_1622-30L,1613-30,1622-30L,30,28.3010257696882,6.14835106155975,-17.6148762827118,2
SM:440_S246_R1_001,440_S246_R1_001,440_31A-229A-3,440,322,1,17,18,440,31A,229A,1622,3,1613-31x1622-31A,1613-31,1622-31A,229A_3,Plant#3,1613-31_1622-31A,1613-31,1622-31A,31,4.20321400180126,-12.9676015541275,17.2286214175775,2
SM:441_S257_R1_001,441_S257_R1_001,441_31F-232A-5,441,323,1,17,19,441,31F,232A,1622,5,1613-31x1622-31F,1613-31,1622-31F,232A_5,Plant#5,1613-31_1622-31F,1613-31,1622-31F,31,5.00018568749731,4.6862359359177,10.5374103327863,2
SM:442_S269_R1_001,442_S269_R1_001,442_31F-232A-6,442,324,1,18,1,442,31F,232A,1622,6,1613-31x1622-31F,1613-31,1622-31F,232A_6,Plant#6,1613-31_1622-31F,1613-31,1622-31F,31,2.61403803925847,-6.39964732305725,3.52296849429283,2
SM:446_S281_R1_001,446_S281_R1_001,446_5I-34A-4,446,325,1,18,2,446,5I,34A,1622,4,1613-5x1622-5I,1613-5,1622-5I,34A_4,Plant#4,1613-5_1622-5I,1613-5,1622-5I,5,27.9747389793931,1.72000753016713,50.9616182846605,2
SM:447_S292_R1_001,447_S292_R1_001,447_5B-29A-3,447,326,1,18,3,447,5B,29A,1622,3,1613-5x1622-5B,1613-5,1622-5B,29A_3,Plant#3,1613-5_1622-5B,1613-5,1622-5B,5,22.8371838952623,-9.44684370271035,51.9376464332239,2
SM:449_S304_R1_001,449_S304_R1_001,449_5E-31A-5,449,327,1,18,4,449,5E,31A,1622,5,1613-5x1622-5E,1613-5,1622-5E,31A_5,Plant#5,1613-5_1622-5E,1613-5,1622-5E,5,22.9748586719335,-10.7436046698426,48.7290448135095,2
SM:450_S316_R1_001,450_S316_R1_001,450_5E-31A-6,450,328,1,18,5,450,5E,31A,1622,6,1613-5x1622-5E,1613-5,1622-5E,31A_6,Plant#6,1613-5_1622-5E,1613-5,1622-5E,5,16.0867163891365,-16.1706961982512,48.6780234965679,2
SM:451_S235_R1_001,451_S235_R1_001,451_5E-31A-7,451,329,1,18,6,451,5E,31A,1622,7,1613-5x1622-5E,1613-5,1622-5E,31A_7,Plant#7,1613-5_1622-5E,1613-5,1622-5E,5,30.8456562477069,3.31858013731386,36.5039581507278,2
SM:452_S247_R1_001,452_S247_R1_001,452_5I-34A-3,452,330,1,18,7,452,5I,34A,1622,3,1613-5x1622-5I,1613-5,1622-5I,34A_3,Plant#3,1613-5_1622-5I,1613-5,1622-5I,5,29.8459411988374,-2.14521889082548,46.8390373530885,2
SM:453_S258_R1_001,453_S258_R1_001,453_6B-39A-6,453,331,1,18,8,453,6B,39A,1622,6,1613-6x1622-6B,1613-6,1622-6B,39A_6,Plant#6,1613-6_1622-6B,1613-6,1622-6B,6,-2.28063774439653,2.22530221461267,-9.10832579871149,2
SM:454_S270_R1_001,454_S270_R1_001,454_6B-39A-4,454,332,1,18,9,454,6B,39A,1622,4,1613-6x1622-6B,1613-6,1622-6B,39A_4,Plant#4,1613-6_1622-6B,1613-6,1622-6B,6,0.984382872018458,2.0675122420066,-10.2040748192066,2
SM:456_S282_R1_001,456_S282_R1_001,456_6H-44A-4,456,333,1,18,10,456,6H,44A,1622,4,1613-6x1622-6H,1613-6,1622-6H,44A_4,Plant#4,1613-6_1622-6H,1613-6,1622-6H,6,6.15570606559157,13.8219662362242,-28.6422927650589,2
SM:457_S293_R1_001,457_S293_R1_001,457_7A-48A-3,457,334,1,18,11,457,7A,48A,1622,3,1613-7x1622-7A,1613-7,1622-7A,48A_3,Plant#3,1613-7_1622-7A,1613-7,1622-7A,7,23.3658527153465,19.9749872945158,1.19777155360587,2
SM:459_S305_R1_001,459_S305_R1_001,459_9G-70A-4,459,335,1,18,12,459,9G,70A,1622,4,1613-9x1622-9G,1613-9,1622-9G,70A_4,Plant#4,1613-9_1622-9G,1613-9,1622-9G,9,34.0362622204586,-9.52011489426399,37.0154914104148,2
SM:461_S317_R1_001,461_S317_R1_001,461_10-76B-7,461,336,1,18,13,461,10,76B,1613,7,1622-10Cx1613-10,1622-10C,1613-10,76B_7,Plant#7,1613-10_1622-10C,1613-10,1622-10C,10,-9.45406740537911,-15.7078397788245,-13.2284018580493,1
SM:464_S329_R1_001,464_S329_R1_001,464_10-77B-5,464,338,1,18,15,464,10,77B,1613,5,1622-10Dx1613-10,1622-10D,1613-10,77B_5,Plant#5,1613-10_1622-10D,1613-10,1622-10D,10,16.7651333203744,14.6201030656278,-35.8636206749096,2
SM:465_S341_R1_001,465_S341_R1_001,465_10-77B-6,465,339,1,18,16,465,10,77B,1613,6,1622-10Dx1613-10,1622-10D,1613-10,77B_6,Plant#6,1613-10_1622-10D,1613-10,1622-10D,10,2.90927951881515,-0.794676919018399,-6.87514275348728,2
SM:466_S353_R1_001,466_S353_R1_001,466_10-77B-4,466,340,1,18,17,466,10,77B,1613,4,1622-10Dx1613-10,1622-10D,1613-10,77B_4,Plant#4,1613-10_1622-10D,1613-10,1622-10D,10,17.3289440815064,2.13796012444801,-0.279225832711007,2
SM:467_S365_R1_001,467_S365_R1_001,467_10-79B-4,467,341,1,18,18,467,10,79B,1613,4,1622-10Fx1613-10,1622-10F,1613-10,79B_4,Plant#4,1613-10_1622-10F,1613-10,1622-10F,10,-85.5430809220185,13.4171988768989,0.787839124178263,3
SM:469_S377_R1_001,469_S377_R1_001,469_10-81B-7,469,342,1,18,19,469,10,81B,1613,7,1622-10Kx1613-10,1622-10K,1613-10,81B_7,Plant#7,1613-10_1622-10K,1613-10,1622-10K,10,-6.48141183234184,-26.3400090496875,-7.3644569134983,2
SM:470_S388_R1_001,470_S388_R1_001,470_10-81B-5,470,343,1,19,1,470,10,81B,1613,5,1622-10Kx1613-10,1622-10K,1613-10,81B_5,Plant#5,1613-10_1622-10K,1613-10,1622-10K,10,-5.69499047679328,-22.6997592133621,-6.89913603984734,1
SM:475_S400_R1_001,475_S400_R1_001,475_11-86B-7,475,344,1,19,2,475,11,86B,1613,7,1622-11Fx1613-11,1622-11F,1613-11,86B_7,Plant#7,1613-11_1622-11F,1613-11,1622-11F,11,10.7566151547182,-6.11593801527463,0.117762074013381,2
SM:476_S318_R1_001,476_S318_R1_001,476_11-86B-5,476,345,1,19,3,476,11,86B,1613,5,1622-11Fx1613-11,1622-11F,1613-11,86B_5,Plant#5,1613-11_1622-11F,1613-11,1622-11F,11,10.9769471598926,2.00438184874865,-24.7618709291689,2
SM:477_S330_R1_001,477_S330_R1_001,477_11-86B-4,477,346,1,19,4,477,11,86B,1613,4,1622-11Fx1613-11,1622-11F,1613-11,86B_4,Plant#4,1613-11_1622-11F,1613-11,1622-11F,11,11.2685718244979,-8.06083647982697,1.12685903855352,2
SM:478_S342_R1_001,478_S342_R1_001,478_13-102B-4,478,347,1,19,5,478,13,102B,1613,4,1622-13Ix1613-13,1622-13I,1613-13,102B_4,Plant#4,1613-13_1622-13I,1613-13,1622-13I,13,18.6173671318173,-15.608216330474,18.5000344538962,2
SM:479_S354_R1_001,479_S354_R1_001,479_13-99B-4,479,348,1,19,6,479,13,99B,1613,4,1622-13Fx1613-13,1622-13F,1613-13,99B_4,Plant#4,1613-13_1622-13F,1613-13,1622-13F,13,5.95960360024893,-11.070489010071,5.43656552226901,2
SM:480_S366_R1_001,480_S366_R1_001,480_13-99B-3,480,349,1,19,7,480,13,99B,1613,3,1622-13Fx1613-13,1622-13F,1613-13,99B_3,Plant#3,1613-13_1622-13F,1613-13,1622-13F,13,19.7605933727826,-7.62124915568136,10.0038799327226,2
SM:481_S378_R1_001,481_S378_R1_001,481_13-100B-3,481,350,1,19,8,481,13,100B,1613,3,1622-13Gx1613-13,1622-13G,1613-13,100B_3,Plant#3,1613-13_1622-13G,1613-13,1622-13G,13,25.1421412341807,0.665730560222166,11.1939575930247,2
SM:482_S389_R1_001,482_S389_R1_001,482_13-101B-5,482,351,1,19,9,482,13,101B,1613,5,1622-13Hx1613-13,1622-13H,1613-13,101B_5,Plant#5,1613-13_1622-13H,1613-13,1622-13H,13,17.2319285780402,-3.55333916300424,8.77690138316239,2
SM:483_S401_R1_001,483_S401_R1_001,483_14-103B-4,483,352,1,19,10,483,14,103B,1613,4,1622-14Ax1613-14,1622-14A,1613-14,103B_4,Plant#4,1613-14_1622-14A,1613-14,1622-14A,14,25.0607285449926,0.0202130463074606,-15.6742207331308,2
SM:485_S319_R1_001,485_S319_R1_001,485_14-103B-7,485,353,1,19,11,485,14,103B,1613,7,1622-14Ax1613-14,1622-14A,1613-14,103B_7,Plant#7,1613-14_1622-14A,1613-14,1622-14A,14,19.2950364168175,11.2932356431934,3.62978813973132,2
SM:486_S331_R1_001,486_S331_R1_001,486_14-103B-5,486,354,1,19,12,486,14,103B,1613,5,1622-14Ax1613-14,1622-14A,1613-14,103B_5,Plant#5,1613-14_1622-14A,1613-14,1622-14A,14,12.9044998024169,-11.92304981748,-6.55267659194431,2
SM:487_S343_R1_001,487_S343_R1_001,487_15-108B-6,487,355,1,19,13,487,15,108B,1613,6,1622-15Ax1613-15,1622-15A,1613-15,108B_6,Plant#6,1613-15_1622-15A,1613-15,1622-15A,15,-88.831771440474,43.5010868300515,21.0460938832701,3
SM:488_S355_R1_001,488_S355_R1_001,488_15-108B-7,488,356,1,19,14,488,15,108B,1613,7,1622-15Ax1613-15,1622-15A,1613-15,108B_7,Plant#7,1613-15_1622-15A,1613-15,1622-15A,15,-46.3809036491451,7.92139957480538,14.4757518081947,3
SM:489_S367_R1_001,489_S367_R1_001,489_15-108B-4,489,357,1,19,15,489,15,108B,1613,4,1622-15Ax1613-15,1622-15A,1613-15,108B_4,Plant#4,1613-15_1622-15A,1613-15,1622-15A,15,-52.8408417289217,23.5101298383709,-9.94814292382801,3
SM:490_S379_R1_001,490_S379_R1_001,490_15-108B-3,490,358,1,19,16,490,15,108B,1613,3,1622-15Ax1613-15,1622-15A,1613-15,108B_3,Plant#3,1613-15_1622-15A,1613-15,1622-15A,15,-55.8835478689853,31.0212056608628,15.18954991819,3
SM:492_S390_R1_001,492_S390_R1_001,492_15-108B-5,492,359,1,19,17,492,15,108B,1613,5,1622-15Ax1613-15,1622-15A,1613-15,108B_5,Plant#5,1613-15_1622-15A,1613-15,1622-15A,15,-46.5334370232892,27.4080650751162,2.13006337933259,3
SM:493_S402_R1_001,493_S402_R1_001,493_15-112B-5,493,360,1,19,18,493,15,112B,1613,5,1622-15Fx1613-15,1622-15F,1613-15,112B_5,Plant#5,1613-15_1622-15F,1613-15,1622-15F,15,-110.321280888551,46.8539435886687,18.087442737822,3
SM:494_S320_R1_001,494_S320_R1_001,494_15-112B-4,494,361,1,19,19,494,15,112B,1613,4,1622-15Fx1613-15,1622-15F,1613-15,112B_4,Plant#4,1613-15_1622-15F,1613-15,1622-15F,15,-100.674283740107,36.5212434547664,7.36933465271132,3
SM:495_S332_R1_001,495_S332_R1_001,495_15-113B-3,495,362,1,20,1,495,15,113B,1613,3,1622-15Gx1613-15,1622-15G,1613-15,113B_3,Plant#3,1613-15_1622-15G,1613-15,1622-15G,15,-88.0776390966547,40.4609003846462,2.03901018576674,3
SM:496_S344_R1_001,496_S344_R1_001,496_15-113B-5,496,363,1,20,2,496,15,113B,1613,5,1622-15Gx1613-15,1622-15G,1613-15,113B_5,Plant#5,1613-15_1622-15G,1613-15,1622-15G,15,-103.854517803722,39.5154963568383,12.696434041749,3
SM:498_S356_R1_001,498_S356_R1_001,498_16-124B-4,498,364,1,20,3,498,16,124B,1613,4,1622-16Ix1613-16,1622-16I,1613-16,124B_4,Plant#4,1613-16_1622-16I,1613-16,1622-16I,16,-82.0673063976619,-11.1933096220586,-17.7579188888925,3
SM:499_S46_R1_001,499_S46_R1_001,499_16-119B-7,499,365,1,20,4,499,16,119B,1613,7,1622-16Cx1613-16,1622-16C,1613-16,119B_7,Plant#7,1613-16_1622-16C,1613-16,1622-16C,16,-28.0842563223266,-40.378064465121,-13.343007907379,1
SM:502_S380_R1_001,502_S380_R1_001,502_17-133B-3,502,366,1,20,5,502,17,133B,1613,3,1622-17Ix1613-17,1622-17I,1613-17,133B_3,Plant#3,1613-17_1622-17I,1613-17,1622-17I,17,17.8180999500901,12.5750338723468,-0.837726003334996,2
SM:503_S391_R1_001,503_S391_R1_001,503_17-133B-5,503,367,1,20,6,503,17,133B,1613,5,1622-17Ix1613-17,1622-17I,1613-17,133B_5,Plant#5,1613-17_1622-17I,1613-17,1622-17I,17,5.6816772732605,-16.5926974685629,12.5099871148209,2
SM:504_S403_R1_001,504_S403_R1_001,504_18-139B-5,504,368,1,20,7,504,18,139B,1613,5,1622-18Cx1613-18,1622-18C,1613-18,139B_5,Plant#5,1613-18_1622-18C,1613-18,1622-18C,18,-63.3396106040785,-37.2894575846492,-18.4731374156443,1
SM:505_S321_R1_001,505_S321_R1_001,505_18-139B-6,505,369,1,20,8,505,18,139B,1613,6,1622-18Cx1613-18,1622-18C,1613-18,139B_6,Plant#6,1613-18_1622-18C,1613-18,1622-18C,18,-30.0175025657686,-109.574177232714,-42.1446216004241,1
SM:506_S333_R1_001,506_S333_R1_001,506_18-139B-7,506,370,1,20,9,506,18,139B,1613,7,1622-18Cx1613-18,1622-18C,1613-18,139B_7,Plant#7,1613-18_1622-18C,1613-18,1622-18C,18,-37.1710694296144,-95.890727836694,-43.8645251838698,1
SM:507_S345_R1_001,507_S345_R1_001,507_18-139B-4,507,371,1,20,10,507,18,139B,1613,4,1622-18Cx1613-18,1622-18C,1613-18,139B_4,Plant#4,1613-18_1622-18C,1613-18,1622-18C,18,-2.08050939435154,-53.6051893405671,-30.6560897440277,1
SM:508_S357_R1_001,508_S357_R1_001,508_18-139B-3,508,372,1,20,11,508,18,139B,1613,3,1622-18Cx1613-18,1622-18C,1613-18,139B_3,Plant#3,1613-18_1622-18C,1613-18,1622-18C,18,2.76235856345796,-72.2371771444737,-34.1907487906465,1
SM:509_S369_R1_001,509_S369_R1_001,509_18-140B-3,509,373,1,20,12,509,18,140B,1613,3,1622-18Dx1613-18,1622-18D,1613-18,140B_3,Plant#3,1613-18_1622-18D,1613-18,1622-18D,18,1.20800529474421,-33.2425051005293,-20.2060234538693,1
SM:510_S381_R1_001,510_S381_R1_001,510_18-147B-4,510,374,1,20,13,510,18,147B,1613,4,1622-18Lx1613-18,1622-18L,1613-18,147B_4,Plant#4,1613-18_1622-18L,1613-18,1622-18L,18,-9.41171976708319,-52.2353953660838,-15.0368907916066,1
SM:511_S392_R1_001,511_S392_R1_001,511_18-147B-3,511,375,1,20,14,511,18,147B,1613,3,1622-18Lx1613-18,1622-18L,1613-18,147B_3,Plant#3,1613-18_1622-18L,1613-18,1622-18L,18,-20.1630342879767,-91.6025924301789,-29.7435781125034,1
SM:512_S404_R1_001,512_S404_R1_001,512_19-148B-4,512,376,1,20,15,512,19,148B,1613,4,1622-19Bx1613-19,1622-19B,1613-19,148B_4,Plant#4,1613-19_1622-19B,1613-19,1622-19B,19,37.4386287354923,16.2868506982179,-42.3324046354157,2
SM:513_S322_R1_001,513_S322_R1_001,513_19-153B-3,513,377,1,20,16,513,19,153B,1613,3,1622-19Jx1613-19,1622-19J,1613-19,153B_3,Plant#3,1613-19_1622-19J,1613-19,1622-19J,19,-49.7365590912658,28.7819769164048,-29.7026340092156,3
SM:514_S334_R1_001,514_S334_R1_001,514_15-153B-4,514,378,1,20,17,514,15,153B,1613,4,1622-19Jx1613-19,1622-19J,1613-19,153B_4,Plant#4,1613-19_1622-19J,1613-19,1622-19J,19,26.8251075645375,3.82936757971121,-57.4715901361114,2
SM:515_S346_R1_001,515_S346_R1_001,515_20-160B-4,515,379,1,20,18,515,20,160B,1613,4,1622-20Gx1613-20,1622-20G,1613-20,160B_4,Plant#4,1613-20_1622-20G,1613-20,1622-20G,20,25.3718541520601,36.6318256878281,1.63156725563186,2
SM:518_S358_R1_001,518_S358_R1_001,518_20-161B-3,518,380,1,20,19,518,20,161B,1613,3,1622-20Hx1613-20,1622-20H,1613-20,161B_3,Plant#3,1613-20_1622-20H,1613-20,1622-20H,20,11.0203917180877,30.8652406047032,-5.31862237366855,2
SM:519_S370_R1_001,519_S370_R1_001,519_20-164B-5,519,381,1,21,1,519,20,164B,1613,5,1622-20Kx1613-20,1622-20K,1613-20,164B_5,Plant#5,1613-20_1622-20K,1613-20,1622-20K,20,16.8650712164033,17.212739171438,-8.48482560774113,2
SM:521_S382_R1_001,521_S382_R1_001,521_21-169B-3,521,382,1,21,2,521,21,169B,1613,3,1622-21Gx1613-21,1622-21G,1613-21,169B_3,Plant#3,1613-21_1622-21G,1613-21,1622-21G,21,-3.35348007388603,-14.7951748262956,-11.800271532428,2
SM:522_S393_R1_001,522_S393_R1_001,522_21-169B-4,522,383,1,21,3,522,21,169B,1613,4,1622-21Gx1613-21,1622-21G,1613-21,169B_4,Plant#4,1613-21_1622-21G,1613-21,1622-21G,21,-25.5008871157388,-57.8919983486342,-22.5980186140234,1
SM:524_S405_R1_001,524_S405_R1_001,524_21-169B-7,524,384,1,21,4,524,21,169B,1613,7,1622-21Gx1613-21,1622-21G,1613-21,169B_7,Plant#7,1613-21_1622-21G,1613-21,1622-21G,21,-17.2757120333962,-11.3543760175775,-11.3852839084648,1
SM:525_S323_R1_001,525_S323_R1_001,525_21-171B-4,525,385,1,21,5,525,21,171B,1613,4,1622-21Kx1613-21,1622-21K,1613-21,171B_4,Plant#4,1613-21_1622-21K,1613-21,1622-21K,21,-6.81508915781657,-34.0670616437888,-21.7608443649837,1
SM:527_S335_R1_001,527_S335_R1_001,527_22-179B-3,527,386,1,21,6,527,22,179B,1613,3,1622-22Ix1613-22,1622-22I,1613-22,179B_3,Plant#3,1613-22_1622-22I,1613-22,1622-22I,22,25.2453732012727,18.6312401673095,-12.7793601891395,2
SM:528_S347_R1_001,528_S347_R1_001,528_22-176B-3,528,387,1,21,7,528,22,176B,1613,3,1622-22Fx1613-22,1622-22F,1613-22,176B_3,Plant#3,1613-22_1622-22F,1613-22,1622-22F,22,23.933649199925,3.80843893849828,44.1175292798559,2
SM:529_S359_R1_001,529_S359_R1_001,529_22-176B-4,529,388,1,21,8,529,22,176B,1613,4,1622-22Fx1613-22,1622-22F,1613-22,176B_4,Plant#4,1613-22_1622-22F,1613-22,1622-22F,22,23.4423936467163,13.8482411773813,-3.28715388707172,2
SM:530_S371_R1_001,530_S371_R1_001,530_22-176B-5,530,389,1,21,9,530,22,176B,1613,5,1622-22Fx1613-22,1622-22F,1613-22,176B_5,Plant#5,1613-22_1622-22F,1613-22,1622-22F,22,23.1141498574591,8.07082132641284,8.69261288129697,2
SM:532_S383_R1_001,532_S383_R1_001,532_22-178B-4,532,390,1,21,10,532,22,178B,1613,4,1622-22Hx1613-22,1622-22H,1613-22,178B_4,Plant#4,1613-22_1622-22H,1613-22,1622-22H,22,-51.6842668400878,30.6935112233448,6.05985718214008,3
SM:533_S394_R1_001,533_S394_R1_001,533_22-178B-3,533,391,1,21,11,533,22,178B,1613,3,1622-22Hx1613-22,1622-22H,1613-22,178B_3,Plant#3,1613-22_1622-22H,1613-22,1622-22H,22,-39.315119788841,29.9483838898038,8.31653574288468,3
SM:535_S406_R1_001,535_S406_R1_001,535_22-178B-6,535,392,1,21,12,535,22,178B,1613,6,1622-22Hx1613-22,1622-22H,1613-22,178B_6,Plant#6,1613-22_1622-22H,1613-22,1622-22H,22,-44.6625732264724,41.6116120753158,12.0630779661706,3
SM:536_S324_R1_001,536_S324_R1_001,536_23-182B-4,536,393,1,21,13,536,23,182B,1613,4,1622-23Ax1613-23,1622-23A,1613-23,182B_4,Plant#4,1613-23_1622-23A,1613-23,1622-23A,23,19.8675370989083,16.8278803631714,-7.99947590566295,2
SM:537_S336_R1_001,537_S336_R1_001,537_23-182B-6,537,394,1,21,14,537,23,182B,1613,6,1622-23Ax1613-23,1622-23A,1613-23,182B_6,Plant#6,1613-23_1622-23A,1613-23,1622-23A,23,0.885211027917924,-28.105143587391,13.4038000125947,2
SM:540_S348_R1_001,540_S348_R1_001,540_23-183B-3,540,395,1,21,15,540,23,183B,1613,3,1622-23Cx1613-23,1622-23C,1613-23,183B_3,Plant#3,1613-23_1622-23C,1613-23,1622-23C,23,5.61153220179199,-10.8100256543838,-3.67135687018456,2
SM:542_S360_R1_001,542_S360_R1_001,542_23-184B-4,542,396,1,21,16,542,23,184B,1613,4,1622-23Dx1613-23,1622-23D,1613-23,184B_4,Plant#4,1613-23_1622-23D,1613-23,1622-23D,23,-0.92966892483268,-3.55513126875566,-2.56895950421838,2
SM:543_S372_R1_001,543_S372_R1_001,543_23-184B-3,543,397,1,21,17,543,23,184B,1613,3,1622-23Dx1613-23,1622-23D,1613-23,184B_3,Plant#3,1613-23_1622-23D,1613-23,1622-23D,23,-6.04204068629529,-19.4392051930129,-14.0895996026179,1
SM:544_S384_R1_001,544_S384_R1_001,544_23-184B-7,544,398,1,21,18,544,23,184B,1613,7,1622-23Dx1613-23,1622-23D,1613-23,184B_7,Plant#7,1613-23_1622-23D,1613-23,1622-23D,23,8.99581508504102,-5.0477551217156,-11.1183551595809,2
SM:548_S395_R1_001,548_S395_R1_001,548_26-194B-8,548,399,1,21,19,548,26,194B,1613,8,1622-26Cx1613-26,1622-26C,1613-26,194B_8,Plant#8,1613-26_1622-26C,1613-26,1622-26C,26,-15.8402393767425,-10.4695875510701,4.20233507957824,2
SM:549_S407_R1_001,549_S407_R1_001,549_26-195B-4,549,400,1,22,1,549,26,195B,1613,4,1622-26Dx1613-26,1622-26D,1613-26,195B_4,Plant#4,1613-26_1622-26D,1613-26,1622-26D,26,-44.7370854866861,27.5799227682594,17.610095289829,3
SM:550_S325_R1_001,550_S325_R1_001,550_26-196B-4,550,401,1,22,2,550,26,196B,1613,4,1622-26Ex1613-26,1622-26E,1613-26,196B_4,Plant#4,1613-26_1622-26E,1613-26,1622-26E,26,22.0193740731508,5.35314875935906,17.1626030874334,2
SM:551_S337_R1_001,551_S337_R1_001,551_26-196B-5,551,402,1,22,3,551,26,196B,1613,5,1622-26Ex1613-26,1622-26E,1613-26,196B_5,Plant#5,1613-26_1622-26E,1613-26,1622-26E,26,-15.8475734672625,-15.4327137828845,-8.59912490591742,1
SM:552_S349_R1_001,552_S349_R1_001,552_26-196B-6-A,552,403,1,22,4,552,26,196B,1613,6-A,1622-26Ex1613-26,1622-26E,1613-26,196B_6-A,Plant#6,1613-26_1622-26E,1613-26,1622-26E,26,16.252423978141,6.11444366179288,59.1526128151284,2
SM:553_S361_R1_001,553_S361_R1_001,553_26-196B-6-B,553,404,1,22,5,553,26,196B,1613,6-B,1622-26Ex1613-26,1622-26E,1613-26,196B_6-B,Plant#6,1613-26_1622-26E,1613-26,1622-26E,26,-45.3745480570188,22.5557840708851,18.4772616426116,3
SM:555_S373_R1_001,555_S373_R1_001,555_26-201B-4,555,405,1,22,6,555,26,201B,1613,4,1622-26Jx1613-26,1622-26J,1613-26,201B_4,Plant#4,1613-26_1622-26J,1613-26,1622-26J,26,15.5029249331262,6.89480807084275,57.6422858805576,2
