general-projectname,general-readlength,general-runname,general-samplename,subsample-rawreads,subsample-subsampledreads,fastqc-meanreadqualityR1,fastqc-pct-adapter,fastqc-pct-deduplicated,fastqc-pct-dimer,fastqc-pct-gc,fastqc-sequencelength,fastqc-totalsequences,fastqspeciesscreen-pct-Adapters,fastqspeciesscreen-pct-Chloroplast,fastqspeciesscreen-pct-Mitochondria,fastqspeciesscreen-pct-NoHit,fastqspeciesscreen-pct-PhiX,fastqspeciesscreen-pct-Vectors,fastqspeciesscreen-pct-ecoli,fastqspeciesscreen-pct-human,fastqspeciesscreen-pct-mouse,fastqspeciesscreen-pct-rRNA,fastp
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,355,3724217,3724217,35.6,0.12,48.24,0.06,40,101,2000000,0,10.82,0,86.77,0,0,0,0.04,0.13,2.24,3818206
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,356,3004444,3004444,36,0.16,48.83,0.11,40,101,2000000,0,12.64,0,84.3,0.01,0,0,0.11,0.04,2.9,3052123
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,357,3820036,3820036,34.1,0.03,55.06,0.01,40,101,2000000,0,10.66,0,85.29,0,0,0,0.21,0.06,3.78,2271203
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,358,3052947,3052947,36,0.14,48.7,0.09,40,101,2000000,0,11.73,0,85.49,0,0,0,0.03,0.16,2.59,3667697
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,36,2779741,2779741,35.6,1.88,38.65,1.64,42,101,2000000,0,16.31,0,79.17,0,0,0,0.14,0.01,4.37,3897839
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,360,3668990,3668990,35.7,0.2,49.92,0.14,41,101,2000000,0,12.98,0,83.85,0,0,0,0.03,0.14,3,2702425
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,361,3898952,3898952,35.9,0.13,49.98,0.06,40,101,2000000,0,10.85,0,86,0,0,0,0.02,0.18,2.95,3681965
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,362,2703171,2703171,36,0.19,48.09,0.09,41,101,2000000,0,12.39,0,84.41,0,0,0,0.03,0.14,3.03,3195911
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,363,3683361,3683361,35.4,0.16,49.66,0.09,41,101,2000000,0,8.94,0,87.63,0,0,0,0.09,0.01,3.33,3272027
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,364,3196832,3196832,36,0.19,50.07,0.12,40,101,2000000,0,12.67,0,83.88,0,0,0,0.14,0.02,3.29,3456126
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,366,3272977,3272977,36,0.26,50.7,0.21,40,101,2000000,0,10.24,0,86.29,0,0,0,0.01,0.11,3.35,3421192
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,367,3461005,3461005,35.5,0.2,53.06,0.12,40,101,2000000,0,10.51,0,86.73,0,0.01,0,0.09,0.03,2.63,3502650
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,368,3422139,3422139,36,0.16,50.17,0.08,40,101,2000000,0,13.51,0,83.56,0,0,0,0.1,0.05,2.78,2742481
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,369,3507093,3507093,35.9,0.18,53.86,0.12,40,101,2000000,0,6.96,0,90.59,0,0,0,0.04,0.18,2.23,3220058
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,37,2383408,2383408,34.6,2.18,45.66,0.65,43,101,2000000,0,15.27,0,82.1,0,0,0,0.1,0.03,2.5,2628892
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,370,3221439,3221439,36,0.22,51.23,0.14,40,101,2000000,0,11.56,0,85.37,0,0,0,0.16,0.05,2.86,3452452
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,371,2629770,2629770,36,0.13,50.54,0.05,40,101,2000000,0,11.88,0,85.3,0,0,0,0.2,0.05,2.57,3242418
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,372,3453848,3453848,35.6,0.17,52.39,0.11,40,101,2000000,0,9.85,0,87.03,0,0,0,0.11,0.02,2.99,3002834
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,373,3243659,3243659,36,0.22,49.55,0.14,40,101,2000000,0,13.44,0,83.51,0,0,0,0.05,0.1,2.9,3435949
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,374,3003847,3003847,36,0.18,50.63,0.12,40,101,2000000,0,12.92,0,84.97,0,0,0,0.11,0.06,1.94,2856339
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,375,3445939,3445939,35.5,0.38,52.03,0.31,40,101,2000000,0,12.23,0,84.72,0,0,0,0.09,0.04,2.92,3273525
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,376,2860898,2860898,36,0.25,49.61,0.15,40,101,2000000,0,12.15,0,84.61,0.01,0,0,0.01,0.16,3.06,3760721
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,378,3274845,3274845,36,0.39,49.71,0.33,40,101,2000000,0,14.37,0,83.17,0,0,0,0.11,0.04,2.31,2369603
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,379,3763544,3763544,33.6,0.02,57.77,0.01,40,101,2000000,0,11.81,0,85.29,0,0,0,0.09,0,2.81,2577027
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,38,3399993,3399993,35.9,0.12,42.86,0.07,41,101,2000000,0,12.79,0,83.41,0,0,0,0.01,0.08,3.71,3120294
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,380,2577899,2577899,36,0.13,49.5,0.06,40,101,2000000,0,11.76,0,85.76,0,0,0,0.18,0.06,2.24,2954091
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,381,3121966,3121966,35.6,0.15,50.24,0.06,41,101,2000000,0,10.56,0,85.86,0,0,0,0.01,0.11,3.46,2818010
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,382,2955208,2955208,36,0.12,50.8,0.06,40,101,2000000,0,11.64,0,85.36,0,0,0,0.09,0.04,2.87,3675291
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,383,2818997,2818997,36,0.13,50.33,0.07,40,101,2000000,0,11.41,0,86.39,0,0,0,0.11,0.04,2.05,2787935
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,384,3677631,3677631,34.8,0.12,53.14,0.05,40,101,2000000,0,10.92,0,85.82,0,0,0,0.04,0.17,3.05,3383763
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,385,2788894,2788894,36,0.44,51.35,0.4,41,101,2000000,0,10.02,0,86.14,0,0,0,0.13,0.08,3.63,4344757
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,386,3385488,3385488,35.9,0.33,51.68,0.26,41,101,2000000,0,10.27,0,86.35,0,0,0,0.01,0.13,3.24,3682687
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,387,4346587,4346587,36,0.14,50.42,0.05,41,101,2000000,0,11.48,0,85.34,0,0,0,0.17,0.06,2.95,3398489
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,389,3683741,3683741,36,0.12,50.86,0.05,40,101,2000000,0,8.87,0,88.46,0,0,0,0,0.17,2.5,4544414
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,39,2780840,2780840,36,0.32,43.25,0.23,41,101,2000000,0,14.29,0,82.27,0,0,0,0.15,0.04,3.25,3706052
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,390,4546113,4546113,35.5,0.17,48.48,0.08,40,101,2000000,0,14.4,0,82.52,0,0,0,0.14,0.06,2.88,3761676
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,391,3707171,3707171,36,0.13,50.93,0.06,40,101,2000000,0,10.23,0,86.24,0,0,0,0.14,0.05,3.34,3652981
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,392,3762817,3762817,36,0.13,49.45,0.05,41,101,2000000,0,10.63,0,85.29,0,0,0,0.11,0.02,3.95,3783795
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,393,3656934,3656934,35.5,0.18,51.87,0.08,40,101,2000000,0,10.44,0,86.67,0,0,0,0.08,0.04,2.77,2779920
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,397,3784857,3784857,36,0.16,50.58,0.08,40,101,2000000,0,10.01,0,86.73,0,0,0,0.14,0.01,3.11,2890270
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,4,2906847,2906847,35.8,0.25,47.01,0.1,42,101,2000000,0,12.35,0,84.35,0,0,0,0.02,0.12,3.16,4119377
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,40,3568064,3568064,34.9,0.29,46.92,0.27,40,101,2000000,0,10.54,0,86.38,0,0,0,0.02,0.14,2.92,4178325
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,400,4120717,4120717,35.9,0.17,50.19,0.09,40,101,2000000,0,10.26,0,86.16,0,0,0,0.18,0.05,3.35,3114925
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,401,4179638,4179638,35.9,0.12,49.25,0.05,40,101,2000000,0,12.32,0,84.69,0,0,0,0.11,0.01,2.87,4252657
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,402,3115767,3115767,36,0.12,50.85,0.06,40,101,2000000,0,8.9,0,86.86,0,0,0,0.02,0.24,3.98,4125938
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,404,4254637,4254637,35.2,0.22,49.18,0.14,41,101,2000000,0.01,13.98,0,82.46,0,0,0,0.03,0.14,3.38,3653120
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,405,4127270,4127270,35.7,0.1,49.46,0.04,40,101,2000000,0,10.66,0,86.17,0,0,0,0.02,0.15,3,4182756
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,406,3654190,3654190,36,0.38,49.31,0.34,40,101,2000000,0,15.13,0,82.15,0,0,0,0.02,0.08,2.62,3681736
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,408,4184541,4184541,35.3,0.44,52.28,0.39,41,101,2000000,0.02,9.44,0,87.03,0,0,0,0.05,0.19,3.27,3566216
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,409,3682770,3682770,36,0.28,48.42,0.22,40,101,2000000,0.01,13.83,0,83.09,0,0,0,0.28,0.03,2.76,4547991
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,41,3202377,3202377,35.9,0.14,43.71,0.1,41,101,2000000,0,10.54,0,86.11,0,0,0,0.01,0.18,3.16,4150116
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,410,4549498,4549498,35.9,0.3,49.07,0.24,41,101,2000000,0,14.42,0,80.27,0,0,0,2.49,0.04,2.78,3477097
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,411,4151336,4151336,36,0.16,47.94,0.09,40,101,2000000,0,14.64,0,82.61,0,0,0,0.05,0.03,2.67,4272429
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,413,3478127,3478127,35.9,0.15,48.99,0.06,41,101,2000000,0,13.23,0,83.36,0,0,0,0.16,0.02,3.23,3822208
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,414,4274114,4274114,35.3,0.3,54.09,0.26,40,101,2000000,0,9.18,0,87.69,0,0,0,0.12,0.02,2.99,3201415
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,416,3823449,3823449,35.8,0.14,50.91,0.08,40,101,2000000,0,12.57,0,85.09,0,0,0,0.26,0.06,2.02,3946692
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,42,3766471,3766471,35.4,0.14,45.18,0.09,41,101,2000000,0,11.51,0,85.33,0,0,0,0.04,0.17,2.95,3746189
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,420,3947988,3947988,35.7,0.13,50.1,0.06,41,101,2000000,0,10.97,0,84.5,0,0,0,0.01,0.16,4.36,4053308
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,421,3747841,3747841,35.3,0.2,53.32,0.11,40,101,2000000,0,10.96,0,85.97,0,0,0,0.11,0.03,2.93,4098562
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,422,4059856,4059856,35.7,0.23,52.2,0.14,41,101,2000000,0,9.56,0,87.44,0,0,0,0.17,0.04,2.79,4413155
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,423,4100071,4100071,35.8,0.24,49.41,0.15,41,101,2000000,0,13.43,0,82.26,0,0,0,0.25,0.04,4.02,3030937
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,425,4414640,4414640,36,0.19,51.49,0.13,40,101,2000000,0,11.48,0,85.2,0,0,0,0.18,0.06,3.08,4490222
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,427,3031924,3031924,36,0.23,49.91,0.18,40,101,2000000,0,13.92,0,82.64,0,0,0,0.27,0.07,3.1,3765192
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,428,4491976,4491976,35.9,0.36,45.5,0.3,41,101,2000000,0,17.47,0,79.1,0,0,0,0.14,0.09,3.2,3948976
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,43,3388585,3388585,35.9,0.12,43.06,0.07,41,101,2000000,0,11.03,0,85.49,0,0,0,0.21,0.06,3.21,4678876
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,432,3950554,3950554,36,0.35,49.84,0.31,40,101,2000000,0,14.78,0,83.08,0,0,0,0.28,0.03,1.83,4271462
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,435,4680392,4680392,36,0.24,47.45,0.18,40,101,2000000,0,17.75,0,79.04,0,0,0,0.13,0.03,3.05,4352072
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,436,4273243,4273243,35.9,0.44,51.15,0.4,41,101,2000000,0,9.19,0,87.36,0,0,0,0.32,0.04,3.09,4542716
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,437,4365940,4365940,35.9,0.41,53.56,0.35,41,101,2000000,0,9.62,0,86.91,0,0,0,0.19,0.06,3.22,3681161
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,438,4544445,4544445,36,0.21,50.85,0.14,40,101,2000000,0,11.32,0,85.35,0,0,0,0.13,0.02,3.18,3387483
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,439,3682480,3682480,35.9,0.17,50.38,0.11,40,101,2000000,0,14.66,0,83.02,0,0,0,0.1,0.06,2.16,2485984
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,44,1535813,1535813,36,0.16,49.04,0.09,41,101,1535813,0,13.28,0,83.61,0,0,0,0.02,0.12,2.97,3360808
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,440,2486883,2486883,36,0.18,49.73,0.11,41,101,2000000,0,11.29,0,85.02,0,0,0,0.21,0.03,3.45,2745880
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,441,3362362,3362362,35.6,0.18,47.9,0.1,40,101,2000000,0,15.2,0,82.11,0,0,0,0.23,0.02,2.44,2930487
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,442,2746841,2746841,36,0.24,50.48,0.18,40,101,2000000,0,12.66,0,84.68,0,0,0,0.01,0.1,2.55,3103801
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,446,2931447,2931447,36,0.19,48.71,0.12,41,101,2000000,0,12.95,0,82.66,0,0,0,0.12,0.03,4.24,3140443
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,447,3105413,3105413,35.5,0.32,52.07,0.25,41,101,2000000,0,9.38,0,87.02,0,0,0,0.05,0.28,3.27,1535409
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,449,3141605,3141605,36,0.19,49.55,0.1,41,101,2000000,0,15.99,0,80.92,0,0,0,0.25,0.07,2.77,2920485
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,45,3233479,3233479,35.9,0.14,42.48,0.09,41,101,2000000,0,13.88,0,82.6,0,0,0,0.02,0.08,3.42,3247540
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,450,2921578,2921578,35.9,0.23,51.47,0.16,40,101,2000000,0,11.57,0,84.97,0,0,0,0.13,0.06,3.27,2535478
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,451,3248797,3248797,36,0.35,51.15,0.29,40,101,2000000,0,11.48,0,85.1,0,0,0,0.07,0.02,3.33,3554642
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,452,2536372,2536372,36,0.2,50.15,0.14,40,101,2000000,0,13.75,0,81.94,0,0,0,0.04,0.14,4.13,3106286
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,453,3556423,3556423,35.4,0.35,49.7,0.28,41,101,2000000,0,12.5,0,83.13,0,0,0,0.18,0.01,4.18,2851093
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,454,3107493,3107493,36,0.22,49.53,0.16,40,101,2000000,0,13.13,0,83.67,0,0,0,0.14,0.03,3.03,3364268
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,456,2852176,2852176,36,0.22,49.62,0.15,40,101,2000000,0,14.73,0,82.31,0,0,0,0.27,0.05,2.64,2676549
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,457,3366105,3366105,35.2,0.24,51.74,0.15,40,101,2000000,0,14.16,0,83.3,0,0,0,0.11,0.04,2.39,3232299
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,459,2682083,2682083,36,0.31,50.6,0.21,41,101,2000000,0,12.95,0,84.04,0,0,0,0.29,0.09,2.63,3042561
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,46,3333899,3333899,35.2,0.16,47.61,0.1,40,101,2000000,0,13.68,0,83.4,0,0,0,0.12,0.03,2.77,3040363
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,461,3043756,3043756,35.9,0.22,49.49,0.14,40,101,2000000,0,12.52,0,84.08,0,0,0,0.11,0.02,3.27,2847122
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,464,3043843,3043843,35.9,0.22,50.05,0.1,40,101,2000000,0,14.46,0,83.19,0,0,0,0.09,0.04,2.22,3251353
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,465,2850471,2850471,35.9,0.21,51.56,0.1,40,101,2000000,0,10.76,0,86.31,0,0,0,0.11,0.18,2.64,2872013
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,466,3254808,3254808,35.9,0.2,49.12,0.09,40,101,2000000,0,13.31,0,83.47,0,0,0,0.1,0.02,3.1,2788586
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,467,2873353,2873353,35.4,0.21,50.08,0.1,41,101,2000000,0,10.07,0,86.85,0,0,0,0.11,0.03,2.94,3332123
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,469,2793002,2793002,35.6,0.28,52.79,0.15,40,101,2000000,0,9.64,0,87.6,0,0,0,0.02,0.28,2.46,2828337
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,47,3458957,3458957,35.8,0.2,45.11,0.13,41,101,2000000,0,11.84,0,85.25,0,0,0,0.09,0.04,2.78,2784740
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,470,2829499,2829499,35.3,0.2,49.56,0.11,40,101,2000000,0,15.19,0,82.73,0,0,0,0.08,0.03,1.97,4387328
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,475,2787378,2787378,35.5,0.21,50.78,0.07,40,101,2000000,0,14.02,0,83.2,0,0,0,0.01,0.11,2.66,2927592
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,476,4388620,4388620,35.8,0.1,48.14,0.04,40,101,2000000,0,14.41,0,82.45,0,0,0,0.02,0.18,2.94,3822035
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,477,3823215,3823215,35.6,0.08,49.22,0.01,40,101,2000000,0,10.96,0,85.15,0,0,0,0.14,0.03,3.72,4039104
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,477969,2929240,2929240,35.2,0.15,50.93,0.09,41,101,2000000,0,8.8,0,88.07,0,0,0,0.13,0.06,2.94,4209099
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,478,4040287,4040287,35.8,0.08,47.92,0.02,40,101,2000000,0,12.12,0,84.94,0,0,0,0.12,0.06,2.76,3457417
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,479,4210410,4210410,35.7,0.09,47.93,0.02,41,101,2000000,0,15.82,0,81.73,0,0,0,0.32,0.04,2.09,4971308
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,48,5128510,5128510,35.9,0.22,49.93,0.14,41,101,2000000,0,12.43,0,83.86,0,0,0,0.04,0.16,3.51,3893028
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,480,4975203,4975203,33,0,57.48,0,40,101,2000000,0,10.34,0,85.67,0,0,0,0.09,0.05,3.85,3878586
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,481,3894803,3894803,34,0.03,54.71,0.01,41,101,2000000,0,11.11,0,85.86,0,0,0,0.39,0.06,2.58,4253911
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,482,3880492,3880492,33.7,0.01,54.01,0,40,101,2000000,0,14.3,0,82.56,0,0,0,0.1,0.03,3.01,2812782
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,483,4254994,4254994,35.5,0.09,48.63,0.03,41,101,2000000,0,14.68,0,82.05,0,0,0,0.16,0.05,3.06,3307478
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,485,2816713,2816713,36,0.26,48.14,0.14,41,101,2000000,0.01,14.69,0,81.66,0,0,0,0.02,0.19,3.43,2771070
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,486,3308993,3308993,35.7,0.29,50.38,0.14,41,101,2000000,0,10.87,0,85.04,0,0,0,0.19,0.05,3.85,3076366
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,487,2771930,2771930,36,0.27,49.7,0.16,41,101,2000000,0,10.58,0,86.32,0,0,0,0.01,0.1,2.99,3105268
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,488,3080808,3080808,36,0.27,49.33,0.14,41,101,2000000,0,11.3,0,85.54,0,0,0,0.09,0.06,3.01,5126472
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,489,3109491,3109491,35.5,0.22,50.36,0.11,40,101,2000000,0,13.87,0,83.51,0,0,0,0.1,0.02,2.5,3092402
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,49,5889659,5889659,34.6,0.17,53.34,0.09,40,101,2000000,0,12.91,0,84.17,0,0,0,0.12,0,2.8,2737002
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,490,3098025,3098025,35.6,0.3,50.82,0.17,40,101,2000000,0,16.15,0,81.51,0,0,0,0.05,0.2,2.09,2921783
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,492,2738014,2738014,35.6,0.17,49.63,0.06,40,101,2000000,0,13.99,0,83,0,0,0,0.02,0.14,2.85,3507493
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,493,2925644,2925644,35.7,0.25,48.41,0.12,41,101,2000000,0.01,13.68,0,83.38,0,0,0,0.12,0.03,2.78,2877468
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,494,3512013,3512013,35.8,0.23,50.41,0.09,41,101,2000000,0,15.65,0,81.36,0,0,0,0.24,0.05,2.7,2779704
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,495,2878473,2878473,35.9,0.24,49.06,0.11,41,101,2000000,0,11.44,0,84.67,0,0,0,0.13,0.04,3.72,3088281
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,496,2782744,2782744,36,0.23,47.84,0.09,41,101,2000000,0.01,13.86,0,83.18,0,0,0,0.03,0.11,2.81,3245429
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,498,3091847,3091847,36,0.24,50.32,0.1,40,101,2000000,0,12.44,0,85.05,0,0,0,0.04,0.09,2.38,4534449
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,499,4544808,4544808,35.9,0.3,54.29,0.23,40,101,2000000,0,10.91,0,86.35,0,0,0,0.11,0.03,2.6,5881843
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,4990000,3247604,3247604,33.7,0.03,55.69,0.01,40,101,2000000,0,13.05,0,84.45,0,0,0,0.13,0.05,2.32,2903012
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,5,8020313,8020313,36,0.09,51,0.04,40,101,2000000,0,11.81,0,85.7,0,0,0,0.07,0.04,2.38,3037948
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,50,5495298,5495298,35.9,0.21,50.24,0.12,40,101,2000000,0,16.01,0,80.24,0,0,0,0.09,0.06,3.6,3578892
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,502,3039991,3039991,33.9,0.04,55.92,0.01,41,101,2000000,0,10.22,0,85.83,0,0,0,0.17,0.06,3.72,2969339
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,503,3580880,3580880,35,0.15,50.84,0.07,41,101,2000000,0,11.44,0,84.65,0,0,0,0.12,0.01,3.78,2997269
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,504,2973095,2973095,35.5,0.24,50.85,0.12,40,101,2000000,0,13.34,0,84.2,0,0,0,0.02,0.07,2.37,2530268
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,505,2998290,2998290,36,0.23,47.01,0.1,41,101,2000000,0,17.69,0,79.47,0,0,0,0.02,0.07,2.75,2661491
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,506,2662403,2662403,35.9,0.22,46.24,0.07,41,101,2000000,0,19.04,0,78.23,0,0,0,0.08,0.03,2.62,2452776
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,506.C10,2531024,2531024,36,0.15,39.06,0.11,41,101,2000000,0,21.26,0,75.59,0,0,0,0.02,0.19,2.94,3225306
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,507,2453565,2453565,36,0.18,48.67,0.06,41,101,2000000,0,14.51,0,82.31,0,0,0,0.19,0.1,2.89,3231549
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,508,3228344,3228344,35.9,0.19,48.48,0.06,41,101,2000000,0,14.25,0,82.91,0,0,0,0.09,0.04,2.71,5493373
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,509,3235512,3235512,34.9,0.2,51.18,0.08,41,101,2000000,0,13.51,0,83.02,0,0,0,0.16,0.05,3.26,2939471
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,51,4737593,4737593,36,0.15,51.46,0.07,40,101,2000000,0,10.89,0,85.92,0,0,0,0.12,0.08,2.99,2692415
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,510,2941352,2941352,34.5,0.17,56.07,0.09,40,101,2000000,0,8.8,0,88.28,0,0,0,0.18,0.06,2.68,2868500
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,511,2695848,2695848,35.4,0.19,51.24,0.11,40,101,2000000,0,12.39,0,84.56,0,0,0,0.14,0.01,2.9,3039663
